,0
64,"To this end we will Have electrified barbed wiring all along the Indo- Bangladesh border, to keep infiltrators out;   3 ."
65,"Check and identify infiltrators, strike out their names from the electoral rolls and arrange to send them back to Bangladesh; Declare all property deals between locals and infiltrators as null and void; Give all adult citizens in the North-East identity cards with photographs, on a priority basis; To monitor and keep watch on receipt of foreign funds so that it is not used for conversion in the garb of religious activities; Abolish the Inner Line Permit System in all the seven North Eastern States; Safeguard the interests of bonafide refugees fleeing because of religious or political persecution in Bangladesh; Secure the honourable return of Chakmas to Chittagong Hills, Bangladesh; Plan and organise an integrated and accelerated economic development of the North-East; and Incorporate Manipur and Nepali in the Eighth Schedule of the Constitution."
66,Punjab The BJP holds Cong.
67,(I) wholly responsible for the Punjab problem.
68,Had the Congress Govt.
69,"not toppled the duly elected Govermnents, of Prakash Singh Badal, not once, not twice, but three times, there would have been no Bindaranwale, no -Blue Star’, no ‘Black Thunder’."
70,"Later, it was the loot and murder of thousands of innocent Sikhs in Delhi and else-where in 1984 that has angered the Sikhs, given a handle to Pakistan and encouraged terrorism."
71,"However, the fact that not all the machinations of Pakistan and not all the provocations of their terrorist agents, has soured Hindu-Sikh relations, is proof positive that the heart of the Punjab is sound."
72,"To mend matters in the Punjab, we will Create a kilometer-deep Security Belt all along the Indo- Pak border – as has already been done by Pakistan on its own side – to prevent all movement of terrorists, smugglers and their lethal cargo; Post Army Units in the acutely disturbed border areas to   maintain order and restore confidence; Give relief and provide rehabilitation to the widows and orphans of 1984 outrages; Punish the guilty men of the 1984 terror; and Have the various grievances of the people of Punjab examined in depth by experts, including social scientists and redress them suitably."
73,"Jammu, Kashmir And Ladakh The BJP views with concern the recent developments in the Kashmir valley."
74,Widespread violence in the State has led to an anarchical situation.
75,"This has paralysed tourism, the backbone of the Kashmir economy."
76,The Pakistan – inspired violence against Hindus has caused those Kashmiris to become refugees in their own land.
77,"The BJP will Weed out Pakistani elements from the valley; Hold free and fair elections in the State as soon as conditions stabilise there; Have separate Regional Development Councils for Jammu and Ladakh; Make relief and rehabilitation facilities available to Kashmiri refugees, settling them particularly in the hills of Pir Panjal Range; and End all uncertainty about the future status of the State by deleting Article 370 of the Constitution."
78,"Telangana Ever since the Razakar excesses in 1947-48 and the Communist rebellion in 1948-50, the Telangana area of Andhra Pradesh has been more or less disturbed."
79,"In the last few years, People’s War Group, a Naxalite outfit, has been virtually running a state within a state there."
80,The Congress (I) and T.D.P.
81,"have been competing for the support of P.W.G., which has been holding people to ransom and killing scores of BJP men, and anybody else who would stand up to them."
82,"BJP will go to the root of the Telangana land problem and, for the rest, crush the lawless elements and restore law and order."
83,"3 Under Congress (I) mismanagement, even a peaceful State like Assam has produced a terrorist outfit like ULFA."
84,"Here again, BJP will redress legitimate grievances and for the rest, discipline unruly elements and restore order."
85,"Law and Order The BJP views with concern the alarming rise in social violence, involving different castes and communities."
86,All this violence is mainly due to exciting feelings to carve out certain Vote Banks and then cornering them.
87,The party expects the District Administration to take all steps necessary to maintain Law and Order.
88,"Should there still be any serious eruption of violence, BJP will Institute an inquiry; Publish the findings of such an inquiry; Punish the guilty; Compensate the victims; and Transform the Police Machinery into an efficient and dependable instrument of Law and Order."
89,"Justice And Judicial Reform In a situation of rapid social change, the judiciary holds a pivotal place."
90,"It can ease social tensions by dispensing quick, inexpensive and impartial justice."
91,"We are sorry to note that on all these counts the Judiciary’s performance has been less than exemplary, particularly since the Congress (I) came up with the ploy of a committed judiciary, that is a Judiciary committed to the ruling party."
92,"To stop further erosion of this hallowed institution, and restore it to its earlier state, the BJP will Take suitable measures to clear the arrears; Through suitable measures BJP will ensure the cases, by the large, are decided within one year; Discourage interminable adjournment of cases for years on end; Improve the emoluments of judges to attract better talent; Raise the retirement age of High Court Judges to 65 – that of the lower judiciary to 60; Give attractive pensions to judges;   Enhance judicial powers of Nyaya Panchayats to ensure speedy justice and to carry to the doorstep of the people; Provide mobile courts for the rural areas; To provide free legal aid to SC and ST to enable them to procure their rights and position as SC and ST; and The role of executive in judicial appointment will be rationalised to keep it within the framework of spirit of the Constitution."
93,"Panchayati Raj And People’s Power The Panchayat system formed the bedrock of the democratic, social and political set-up in India since Vedic times."
94,It was this democratic set-up that absorbed the shock of invasions and protected the integrity of Indian life.
95,"In modern times Gandhiji commended ‘Power to the People’ in a ‘structure composed of innumerable villages’ in which there will be ‘ever-widening, never-ending circles."
96,Life will not be a pyramid with apex sustained by the bottom but it will be an oceanic circle whose centre will be the individual.’ Lok Nayak Jaya Prakash Narayan also worked for Panchayati Raj and Deendayalji pleaded for a statutory status for the village Panchayat and the city municipality – in the Constitution.
97,The BJP will Effectively decentralise power; Give a constitutional status to local bodies from Village Panchayats to Metropolitan City Corporations; and Involve the Panchayats in all rural development work and make 10 per cent of the Development Budget directly available to them.
98,"Economic Growth With Social Justice The Indian economy has reached a point of total collapse as a result of the knock-out blows it has been dealt, by a succession of profligate and irresponsible governments led by Congressmen and ex-Congressmen."
99,"These people have literally robbed the country and left its hapless citizens high and dry, staggering from one crisis to another and trapped in a rising vortex of high prices, murderous taxes and soaring debts."
100,The nation is on the verge of bankruptcy and has been reduced to begging for hand-outs from all and sundry.
101,Indian ambassadors go abroad to beg for loans and even the Prime Minister has to genuflect   3 heads of foreign nations.
102,As a result India’s international rating has sunk to a new low.
103,"India is one of the few countries in the world without a proper government, without a proper budget and without a proper economic policy."
104,"The net result is an upside-down economy in which farmers who produce cotton cannot afford to buy cloth; and masons who put up five-star hotels, have no roofs over their heads."
105,For certain consumer durable there is no dearth of demand.
106,It is estimated that 60 per cent of the consumer durables are purchased by less than 40 cent of the population.
107,"In other words, the Developmental effort during the past four decades has resulted in a Socio-Economic dualism."
108,"All these trends have to be reversed, and the Bharatiya Janata Party will reverse them."
109,BJP government will ‘ bring out White paper on State of the Economy soon after assuming power.
110,The core sector of our economy will be MAN.
111,"State should retreat from commercial activities and instead, concentrate on basic functions such as maintaining law and order, justice, welfare programme, infrastructure etc."
112,We will make our Economy truly Swadeshi by promoting native initiatives.
113,"It will be an Economy of the People, by the People and for the People."
114,"Through our pragmatic Economic strategy we promise to: Hold the Price Line; Liberate the Economy from the clutches of the bureaucratic controls; Not to hike Excise Duties on items of mass consumption for five years and indeed, rationalise the whole tax structure; Reduce non-plan expenditure drastically."
115,"Balance the Revenue Budget (Zero budgetary deficit under Revenue Account) and reduce the overall debt burden; Ensure development of Rural Economy with remunerative prices to the farmer and network of agro-based industries; Make Public Sector productive and profitable, invite equity participation in some of the public sector units with adequate safeguards; Use Science, Technology and native wisdom to raise annual growth rate of Economy from around 5 per cent at present to 7.5 per cent;   Create a full fledged Ministry for Handicrafts and Village Industries; Implement Antyodaya scheme throughout the country; and Launch a nation-wide Employment Guarantee Scheme."
116,Agriculture: Integrated Rural Development Agriculture is our First Priority.
117,The Indian peasant is the salt of the earth and he is the backbone of the country’s economy.
118,"When he prospers, India prospers."
119,"We have waived the loam of poor agriculturists in Madhya Pradesh, Himachal Pradesh and Rajasthan."
120,But the Kisan win continue to flounder in poverty unless the burden of people depending on agriculture is reduced.
121,A countrywide network of agro-industrial complexes in rural areas should relieve the burden and provide the real answer to the problem of poverty of the peasantry.
122,BJP aims at rural development where farmer will not be forced to borrow.
123,The party has offered a new deal to the farmers in terms of its Charter of Rights of Kisan.
124,"The party will Ensure remunerative prices-to farmers; Ensure minimum wages to the farm labour; Ensure abundant supply of water and energy, the farmers have a natural right on these basic inputs; Remove all restrictions on the movement of farm produce throughout the country; Maintain parity of prices between agricultural and industrial products; Issue Pass Books to Kisans and Implement the land laws; Allocate 60 per cent of the plan money, both central and state, for rural development; Encourage cultivation of pulses, oil-seeds, course grains, fruits, vegetables and other cash crops; Speedily complete on-going irrigation projects, organise efficient flood management and relief; Launch a million small, labour-intensive rural projects."
125,Cluster of agro-centers would be promoted which would take up activities directly relating to agriculture and also meet other requirements of villagers.
126,This would help to   3 employment to rural youths who are not actually required in agricultural activities.
127,e.g.
128,"Scientific storage facilities, food processing units, cottage industries etc."
129,"Investment in rural industries will be given appropriate fiscal incentives; Introduce cattle and crop insurance schemes and also update the old Famine Code; Improve roads and other means of communication to facilitate quick transportation of agricultural and horticultural produce to towns; Provide market value compensation in case of land acquisition in one installment, and provide jobs to those uprooted in the process; Protect the traditional rights of villagers in Gochar Bhoomi and Nistar land; Make Water, Power, a School and a Health Centre available in all villages; and Restructure the Agriculture Cost and Price Commission and make it more broad-based, with adequate representation to those engaged in farming."
130,"Cow Protection And Cattle Wealth The BJP recognises the fact that from times immemorial, cow- protection has remained one of the basics of Indian culture and Indian agriculture, and it is on the patient back of the cow and its progeny that the entire structure of Indian agriculture rests."
131,"Over seventy million animals are employed in farming operations in Indian villages, more than eighty percent rural transport needs are met by the bullock-cart."
132,"Cow and its progeny continue to be the major source of power, manure and fuel, including bio-gas."
133,Cow is also an effective protection against environmental degradation.
134,"The BJP regretfully observes that about three million cows are slaughtered every year, most of them for export."
135,The party would put a total ban on the slaughter of cows.
136,"It will Amend article 48 of Constitution to cover bulls and bullocks, and prohibit all trading (state as well as private) in the slaughter of cows; Implement a policy of Go-Samvardhan or development   of cow and cattle-breeding, including the improvement of sheep and goat breeds, to bring about a White Revolution in the country; and Provide tax exemption to the income of Goshalas and Pinjarapoles."
137,"Industrial Policy Industry in India has to be much more productive and innovative to be able to fulfill its main role viz provide employment in increasing numbers and inputs to other sectors, including agriculture."
138,It has also to earn foreign exchange competition with the rest of the world and create resources for overall growth.
139,The BJP promises healthy investment environment so that entrepreneurs find domestic market as more attractive and challenging.
140,"The following four main principles will characterise the industrial policy of the BJP— A. Self-reliance: The party regards self-reliance as an over-riding component in our external economic relations, including the import of capital and technology."
141,We will keep multinationals out of consumer industries.
142,B. Modernisation: BJP believes in a modern and progressive India.
143,"Open to new ideas, no matter where they come from provided they suit our requirements and ethos."
144,We will not allow technology to degrade man.
145,"Our people with their intelligence, industry and character are the true and abiding wealth of India."
146,"C. Decentralisation: There is far too much power concentrated in the Government, and it must be decentralised."
147,"The party stands for political as well as economic democrac, as also for an open society, where the government has only an indicative and not a commanding role."
148,It will not be necessary for people to come to Delhi and waste time and money over licences and other clearances.
149,3 .
150,"Daridra Narayan Sewa: Consistent with the above three principles, the party will aim at securing to every Indian citizen a minimum of material welfare in terms of food, clothing."
151,shelter health and education.
152,"The BJP pledges to: Debureaucratise the industry, cut down the plethora of controls which have mushroomed over the years, and which breed corruption and dampen enterp rise."
153,We will clear projects promptly and quickly.
154,"Industrial Development and regulations Act will be replaced by Industrial Development Act; Reconsider the role of the public sector in the light of its contribution to development and society and draw up firm guidelines for its re-organisation into a more efficient, productive, profitable and people-oriented sector; Improve the efficiency and profitability of crucial Public Sector Units like Railways, oil and gas production, ports, Nuclear Energy, Defence, etc."
155,"through better management; Encourage people’s initiative in Public Sector Units involving trading, hotels, tourism, consumer goods, etc., by offering them to the public in capital market with appropriate safeguards; Foster Swadeshi spirit in every economic and industrial activity and reduce the country’s dependence on foreign countries and foreign agencies."
156,"Foreign capital will be encouraged in high-tech, import substitution and strictly export oriented areas."
157,Within the set guidelines clearance will be given with minimum paperwork.
158,"Promote agro-based industries; Apply MRTP to business houses with assets value crossing ₹ 1,000 crore and more; or with more than one-third of the market share; Encourage research and development as part of the process of industrial growth and over-all modernisation; Encourage business men to function as trustees of the public good; Hazardous industries will be allowed to set up at safe distance."
159,"Separate industrial satellites would be set up   exclusively for such units; Protect our Economic Sovereignty and ensure that the existing Patent laws, which safeguard Indian national interest, remain intact under any external pressure; Small-scale sector will be given due importance and encouragement."
160,We shall set up agencies to help small- scale industry which will help in purchasing raw materials and selling finished goods; BJP government will evolve national management cadre.
161,Both public sector as well as private sector will draw their requirements from this cadre; and While conducive environment will be created to strengthen capital market adequate measures will be taken to safe- guard interests of small equity holders.
162,"Handicrafts & Village Industries: To Play Pivotal Role BJP firmly believes that national goals such as employment generation, export earnings could be met through our ancient craftmanship such as handloom & handicrafts, gems & jewelry etc."
163,"For instance, investment of ₹ one crore in village industries creates job opportunities for 202 persons while the same investment in organised industrial sector can provide job to only 48 persons."
164,"Besides, more than 40 per cent of our export earnings comes from these so called smaller initiatives."
165,BJP pledges to recognise their importance in the national economy and look at them with enhanced expectations.
166,A separate ministry will be set up to look after interests of Handicrafts and village industries.
167,To preserve and promote native Craftmanship ‘National Artisan Development Bank’ would be set up.
168,Government would contribute the necessary initial capital of this bank.
169,These native artisans will be made to feel proud of themselves with due recognition in the society.
170,Attempt will be made to bring them together under cluster of artisans.
171,"Native Artisans such a weavers, goldsmiths, blacksmiths, carpenters, shoemakers, potters etc."
172,Will be provided with basic amenities such as housing.
173,3 .
174,"Processing units, marketing facilities, marketing consultancy etc."
175,"will be provided so that native artisans will get remunerative returns for their special skill, which at present is exploited by middlemen."
176,Similarly skill of tribal people will receive special attention.
177,In government media such as T.V.
178,native of artisans will get adequate coverage without fees.
179,Fiscal Reform The current economic mess is a direct consequence of the mismanagement of the economy by the government.
180,"While the government controls everyone and everything, nobody seems to control the government."
181,BJP believes that the government too must function within the limits of strict financial discipline—on the following lines (i) The Government must live within its means.
182,Revenue Budgetary Deficits will be reduced to Zero and fiscal deficits will be brought down from 9 per cent to 5 per cent of Gross Domestic Product.
183,BJP believes in imposing a statutory ceiling on budget deficits in order to restrain government spending; (ii) At present the Reserve Bank has structural autonomy.
184,BJP Govt.
185,will ensure operational autonomy of RBI: BJP will adopt firm and bold measures to prevent the generation of black money.
186,"It will also appoint a Taxation Inquiry Commission to suggest guidelines for taxation over a long-term period in line with future developments; Rationalise and simplify, the present tax structure, and bring down the highest rate of income tax to 40 per cent; Raise the income Tax exemption limit to ₹ 48,000; Weighted deductions will be provided taking number of dependents on earning member; Exempt all investments in approved organisations, private or public from the levy of Wealth tax; Exempt employment-oriented industries in non- municipal areas from income tax;   Abolish octroi duty and persuade state governments to make good the loss of municipalities; Arrange uniform sales tax rates throughout the country."
187,"Loss in revenue will be compensated by the Centre; Impose Estate Duty on property and assets worth more than ₹ One Crore; Share Corporation Tax with the states; Give special tax concessions to writers, artists, and others engaged in intellectual and cultural pursuits; Non-developmental expenditure will be curtailed drastically; and Take stringent measures against smugglers and other economic offenders."
188,Make smuggling a non-bailable offence and appoint special courts to try such cases.
189,Price Stability And Consumer Protection It is our firm belief that price level could be controlled only through minimisation of production and minimisation of cost of production through technology upgradation.
190,"Besides, by abolishing deficits on Revenue account and cutting capital account deficits to half, the BJP will end inflation and stabilise prices."
191,Additionally we will Public distribution system would be streamlined so that needy sections of the society would have access to essential commodities at nominal prices.
192,"Under the present system, poorest section is forced o buy essential items on open market."
193,Poor daily wage earners who have to make their purchases at the end of the day cannot afford purchases once in a fortnight or so.
194,"Public distribution system will be overhauled to help these sections; Make not only grains, sugar and kerosene, but also pulses, cooking oil and soap available in these shops; Enforce the Consumer Protection Act of 1986, specially by constituting Consumers’ Courts in all districts; and Build a powerful consumer movement and formulate a price and profit policy for industrially manufactured goods."
195,3 Policy The BJP recognises the citizen’s Right to Work in principle.
196,We shall make every endeavour to accomplish its objectives.
197,"Our many developmental policies that will nearly double the Growth Rate, will take good care of unemployment— Launch Employment Guarantee Scheme throughout the country in a phased manner; Introduce a contributory Family Pension Scheme to cover particularly the daily wage earner; and Implement Antyodaya Scheme to serve the poorest in the land."
198,Labour BJP believes in healthy trade unionism.
199,"It will Rationalise and simplify Labour Laws; Recognise unions on the basis of secret ballot; Introduce worker participation from the Shop Floor to the Board Room in all public sector projects, public limited companies and foreign companies operating in India; Protect workers against inflation; and Make laws, and evolve an effective mechanism, to protect labour from occupational health hazards arising from industries like asbestos, cement, slate, mica chemicals, textiles, etc."
200,Government Employees BJP will set up a permanent Employees Welfare Board with a view to resolving the long-standing problems related to— Time Scale Promotion; Implementation of Awards; Recruitment avenues; Housing; Revision of Pay Scales and award of bonus; and Social welfare measures and travel concession for retired personnel.
201,"Energy Policy There is acute energy crisis in India, particularly in villages which have remained without any dependable source of energy even after forty four years of Independence."
202,This situation will have to be tackled on a war footing.
203,"BJP will Intensify efforts to find more oil, coal and natural gas reserves, and economies on their use; Improve the working of power plants which are now functioning at less than 50 per cent of capacity; Stop the massive theft of electric power; Introduce power-efficient, energy-saving devices in homes and factories; Increase forest cover from the present 19 per cent of land to the desired 33 per cent; Encourage Private Sector’s participation in power generation; and Encourage alternative sources of energy such as wind, water, biogas, solar power and ocean thermal energy conversion."
204,Transport Policy Speedy movement of goods and people will receive utmost attention.
205,"In this regard, the whole country will be considered as a single zone."
206,Metropolitan cities like Delhi will be provided with better transport system; Public Transport system will be improved so as to attract marginal personal vehicle owners.
207,This will help to reduce demand for energy.
208,"Simultaneously, environmental pollution could be controlled; Utmost attention will be paid towards development of Inter modal Transport System."
209,"This would mean integrated development of all modes of transport such as roads and road transport, railways, ports and shipping; Inland water transport system will be fully tapped; and Air transport system will be overhauled not only to improve operational efficiency but also to take care of safety elements."
210,Entrepreneurs will be encouraged to come   3 in air transport.
211,Foreign Made And Balance Of Payments Under the current balance of payments crisis foreign trade plays an important role.
212,Export promotion and Import rationalisation receive due attention of BJP government— Thrust would be given to promotion of exports and intensive effort would be made to identify alternative markets and also thrust commodities; Required infrastructural support would be provided on priority basis to export oriented units; At the same time import would be rationalised and restricted to those items which are absolutely essential; Corporate sector would have to fulfill its export obligation specially if its production is import intensive; Balance of trade would have to be maintained on unit by unit basis.
213,"Right now, performance of the corporate sector is not satisfactory in this respect; Under-invoicing of exports and over-invoicing of imports will be strictly dealt with; Excellency in export performance will receive special recognition; It is estimated that 12 million Indians settled in over 100 countries save around 100 billion U.S. dollars a year."
214,Scheme would be drawn to attract substantial portion of these savings; NRIs would be welcome to set up Industrial units.
215,"‘Science Based Industrial Parks’ would be set up which would cater of the NRIs not only with regard to infrastructural facilities required for their industrial units but would also be complete with basic amenities such as education, housing, health care and entertainment."
216,This would help us to raise resources as well as reversing the brain-drain; The present principle of linking Indian rupee to basket of currencies will be re-examined; and Tourism will get special attention.
217,"Science And Technology The BJP believes that Science and Technology (S & T) should be allowed to play its due role to transform India into a prosperous, modern and enlightened society."
218,"The party would unhesitatingly apply appropriate scientific and technological methods for increasing productivity, eradicating poverty, hunger and disease and to provide meaningful employment along with the basic amenities of life to the vast percentage of population living below the poverty line."
219,The party holds that science is not merely harnessing nature for material wealth but is as well liberating and enriching mind and enlarging the human spirit.
220,"The BJP would use science in the service of the poor and would develop technology with a human face— Foster a scientific temper among the people; Use Science and Technology for increasing productivity and generating employment; Implement a vigorous programme of science education and research for improving quality of life; Establish a network of Centres for Application of Science and Technology to rural areas, implement lab to land programmes and develop a strong low cost agro-industrial base; Put new life in National Laboratories."
221,"develop them as centres of excellence in applied research; Direct these laboratories to evolve Appropriate Technology for Indian needs; Accelerate the production of scientific literature in regional languages and evolve a national terminology for science and technology; and Create the right working conditions, for our best brains to remain here and serve the country and not migrate to other lands."
222,A systematised effort would be made to bring national laboratories and industry together by setting up of ‘Technology Parks’ which would be maintained by the industry.
223,They would help to bridge the gap between talents and commercial needs and promotes co-operation between industry’s resources and expertise in labs.
224,3 A Vibrant Social Order The Bharatiya Janata Party looks upon people of India’s true wealth and strength of the country.
225,Since the majority of people of India live in the cluster of Villages BJP will give special attention to their welfare and progress.
226,"To this end we will Carry water and electricity to every village; Connect all villages to national centres of activities by road transport; Upgrade village health and educational centres; Train and equip village artisans; Recognise People’s traditional rights in Gochar Bhoomi grazing, local forests and forest products, and fishing in local water resources; and Make living conditions in the countryside, more attractive and honourable to check huge influx of villages towards cities."
227,Salaried People The salarised people find themselves pressed hard between fixed incomes and rising prices.
228,"We will; Encourage all employees – private and public – to provide housing for their staff; Exempt salaried incomes of upto ₹ 4000 a month, from income tax; and Increase the return on General Provident Fund deposits."
229,"Senior Citizens Elderly people who have served the country all their lives, will be taken good care of."
230,We will Require the private sector also to introduce pension schemes; Grant pensioners the same DA relief as available to serving staff; and Build Homes for old aged people.
231,Jai Jawan Jawans must be assured of service upto 58 years of age;   Implement the policy of one pension for one rank under a time bound programme; Make necessary changes in agricultural and urban Tenancy Laws to secure the proprietary rights of servicemen; Include ex-servicemen’s welfare in the concurrent list; Strengthen District Sainik Boards; and Start more Sainik schools.
232,Sindhis Sindhis are the only community in India to have lost their entire territory as a result of Partition.
233,"The Party assures the Sindhi Community of protection and promotion of their identity, culture, language and literature and fulfillment of constitutional guarantees enshrined in Article 350A and 350B of the Constitution of India."
234,Women BJP looks upon womankind as Matri-Shakti.
235,It will take several steps to improve their socio-economic status.
236,"We will Give preferences to women as primary school teachers; Make women equal share-holders in the husband’s wealth and income; Strengthen family courts, presided over by Women-judges to try all family-related cases; Get women equal pay for equal work; Start more and more Hostels for single working women; Provide Smoke-less chulhas at concessional rates to village women; Put up public latrines for village women as well as for women living in slum areas; Appoint a Commission to study problems of women, particularly women labourers and suggest suitable remedial measures; and Promote ₹ 100 crore a year cottage industry to employ rural women."
237,Youth The BJP has a tryst with the Youth of India.
238,They will be the fly-wheel of national progress.
239,"Apart from organising their   3 and full employment, BJP will Utilise their energies to transform society; Associate them in all developmental activities; Mobilise them to fight social evils like child marriage, dowry, untouchability, drug-addiction; Build more Youth hostels; and Inculcate in them a sense of pride in our traditions and heritage and confidence in our future."
