,0
70,Development of medium and small scale irrigation projects shall receive priority attention; emphasis for investment will be in accordance with the potential for development.
71,We will adopt a National Water Policy which provides for effective and prompt settlement of disputes and their time-bound implementation.
72,We will examine and take time-bound steps to link Ganga-Cauvery Rivers.
73,Sethu Samudharam Canal Project will also be undertaken.
74,We will increase the national savings to 30% of the GDP in the next five years by appropriate incentives and through motivation; encourage Foreign Direct Investment in core areas so that it usefully supplements the national efforts and discourage FDl in non-priority areas.
75,"We will institute a comprehensive study of the financial, technological and social security requirements of the self-employed and unincorporated sector; also constitute a Development Bank to promote this largest segment of the national economy which, too, has great employment and self-employment potential."
76,"Further, in addition to financial support institutions we will bring into being other institutional systems for providing services, technology and marketing facilities for artisans, the small-scale, village, khadi, powerloom, handloom, handicrafts and such other industries."
77,This and the Agriculture sectors are an untapped source with unlimited scope for generation of employment.
78,"We will give a major thrust to infrastructure development, particularly energy and power, by recommending public expenditure in the sector."
79,"Towards this we will access long-term funds in the national and international markets,   remove administrative bottlenecks, reverse the slowdown in this critical area of national economy thus giving a fresh impetus to growth."
80,Private Sector participation will be encouraged.
81,"We will undertake a review of all laws and regulations relating to industry so as to free it from bureaucratic control; institute a system of voluntary compliance with laws, including tax laws; ensure speedy redressal of industrial sickness arrange for meaningful interaction between industry and government; and revive the capital market as a viable and transparent mechanism for raising capital."
82,"We will also expedite comprehensive reform of the PSUs, including restructuring, rehabilitation and divestment."
83,Trade & Commerce We will focus on specific products in specific growth areas for exports and announce specific packages for horticulture and forticulture EoUs.We intend to strongly support attempts to build a system of trade and economic cooperation through expanded global system of trade preferences (GSTP) among developing countries.
84,"We would also assert more robustly India’s national interests, especially at the forthcoming review conference of the WTO, scheduled for November 1999."
85,A healthy commodity exchange system will be established to be managed in an autonomous way.
86,"Labour We will make labour, both organized and unorganized, an equal and proud partner in the production of the nation’s wealth and in its progress."
87,Laws relating to equal pay for equal work for men and women shall be strictly implemented.
88,"Eradication of Unemployment Recognizing the right to work of every citizen, the main thrust of the new government will be: ‘Berozgaari Hatao’ (Eradicate Unemployment)."
89,"As against the present trend   1 of jobless growth, our government will measure growth generation of gainful employment."
90,"Our new investment and institutional thrust to agriculture, the self-employed, the unincorporated sector, infrastructure development and housing will act as the vehicles for massive employment creation at all levels."
91,The Alliance will embark upon a strategic pro-poor policy in terms of which those living below the poverty line are not to be pitied but treated as a net resource replete with their own ideas and experience well in tune with local conditions.
92,Every effort will be made to provide them work locally and ensure that schemes for their welfare are competently and honestly administered.
93,They themselves will be treated as participants and facilitators in this noble venture.
94,"The services of NGOs, well versed in this field and, preferably originating locally, will also be enlisted wherever considered necessary."
95,"Food Security and Price Stability We will ensure food security for all, create a hunger-free India in the next five years, and reform and improve the Public Distribution System so as to serve the poorest of the poor in rural and urban areas."
96,We will also ensure price stability by all appropriate means and necessary legislation.
97,Health and Drinking Water We will spare no efforts to ensure that potable drinking water is available to all villages in the next five years.
98,"Age old and traditional methods of water utilisation, in both rural and urban areas, will receive urgent attention."
99,Education for All We are committed to a total eradication of illiteracy.
100,We will formulate and implement plans to gradually increase the governmental and non-governmental spending on education upto 6% of the GDP: thus to provide education to all.
101,We will implement the constitutional provision of   making primary education free and compulsory upto 5th standard.
102,Our aim is to move towards equal access to and opportunity of educational standards upto the school leaving stage.
103,We shall strive to improve the quality of education at all levels — from primary schools to our universities.
104,Housing for All Shelter is a basic human requirement that needs to be met on a priority basis.
105,"We are, therefore, committed to evolving a National Housing and Habitat Policy in consultation with State Governments, aimed at providing Housing for all."
106,"Towards this end, we shall facilitate construction of 20 lakh additional housing units annually."
107,"As in other programmes, the emphasis will be on the benefit to the poor and the deprived."
108,"Empowerment of Women We will legislate for the reservation of 33% of the seats in Parliament and State Assemblies for women; also institute plans for providing free education for girls upto college level, including professional courses, so as to better empower women."
109,We will also set up a Development Bank for women entrepreneurs in the small scale and tiny sectors.
110,Harnessing Yuva Shakti The youth of our country constitute a majority of our population.
111,"They are the strength of the family, village, locality and the community, they are also the future of our nation."
112,"We will take all necessary steps to mobilise this most idealistic, inspired and energetic section of our society in the mission of nation-building."
113,"For this purpose, we shall build national consensus for the creation of a National Reconstruction Corps aimed at environmental protection ecological tasks, reclamation of waste land, including afforestation, and for spreading literacy."
114,We will have a time bound programme for promotion of sports.
115,1 Children We will present a National Charter for Children.
116,"Our aim is to ensure that no child remains illiterate, hungry, lacks medical care."
117,We will take measures to eliminate child labour.
118,"Population We are committed to achieving population stabilization by 2010 through improved access to primary health services, universalisation of primary education, delivery of contraceptive services to Mohalla/Ward/Basti level and through betterment of educational and socio-economic position of women."
119,Schemes for providing income generating training to widows will be worked out in cooperation with the state governments.
120,India today has a much larger population of senior citizens and their numbers are expected to rise substantially.
121,It will be our endeavour to assure them that they continue to remain esteemed and valuable members of society.
122,"Constitutional and Legal Reforms We shall appoint a Commission to review the Constitution of India not only in the light of experiences and developments since 1996 but indeed, of the entire post-independence period, and to make suitable recommendations."
123,We are convinced that there is a clear case for devolution of more financial and administrative powers and functions to the States.
124,We will take suitable steps to ensure harmonious Centre-State relations in the light of the recommendations of the Sarkaria Commission and also effect decentralisation right upto the grass roots level by activating and involving Panchayats and local bodies.
125,States of the Union where the percentage of population below the poverty line has increased during the last five decades shall receive special attention.
126,A Backward Area Commission for each state of the Union to identify least   developed areas and recommend comprehensive measures for their development shall be instituted.
127,A Committee will be set up to study the feasibility of treating all 19 languages included in Schedule 8 of the Constitution as official languages will examine problems of Border States for amelioration and take measures for ensuring a fixed term (5 years) for all elected bodies including legislatures.
128,We will also examine replacing the present No confidence Motion with the German system of ‘Constructive vote of Non-Confidence’.
129,"We will introduce necessary electoral reforms on the basis of the recommendations of the Goswami Committee, the lnderjit Gupta Committee and the Law Commission Report so as to deal with the malaise of defections, corruption and criminalisation of politics, and to prevent electoral malpractices."
130,"Revitalise NE Council; ensure territorial integrity of the states of the NE; special developmental, administrative and security related programmes."
131,We will set up a National judicial Commission which will recommend judicial appointments in High Courts and Supreme Court and draw up a code of ethics for the judiciary.
132,"We will enact legislation to provide an eligibility criteria that the high offices of State-legislative, executive and judicial are held only by naturally born Indian citizens."
133,We will establish a National Register of citizens.
134,We will also introduce a multi-purpose identity card for all citizens.
135,We will undertake all necessary legislative and administrative measures to ensure the right of franchise of the Armed Forces through proxy voting and or any other method.
136,"Corruption We will enact the Lok Pal Bill with adequate powers to deal with corruption charges against anyone, including the Prime Minister."
137,"In the administration of justice, we shall not allow discrimination between the rich and the poor, the empowered and the powerless; restore the majesty of law, and the objectivity of the state."
138,"1 New States We will give full statehood to Delhi and also create Uttranchal, Vananchal and Chhattisgarh as new States."
139,"National Security In today’s unipolar world it is of paramount importance that India constantly maintains and strengthens the state of preparedness, morale and combat effectiveness of our Armed forces."
140,The recently established National Security Council will advise the government in this regard and also in the establishment of a credible nuclear deterrence.
141,These are the minimum requirements in this recently inaugurated era of global inequality and increased vulnerability.
142,The NDA will correct the imbalance and budgetary neglect of Defence needs during the last decades by successive governments thus ensuring adequacy of budgetary allocation!
143,We will take effective measures for eliminating all pensionary anomalies.
144,We will revamp the entire system of welfare of ex-servicemen as a tribute to those that laid down their lives for the country.
145,Internal Security We are committed to ensuring the safety and security of all citizens in all parts of the country.
146,For reaching this goal we will take effective steps to create a riot-free order and a terrorism-free India.
147,"International Relations In the past 13 months the government demonstrated its capability to secure for India a place, role and position in the global arena, commensurate with its size and importance."
148,We have also shown that our desire for peace and friendship should not be interpreted as weakness but as a firm resolve that aggression shall not be permitted to succeed.
149,We have effectively engaged with the international community and obtained a high degree of understanding.
150,This engagement process shall be developed to improve India’s standing in the international community.
151,"We will promote and strengthen regional groupings on the lines of SAARC and ASEAN, and reorient our diplomacy to pursue economic, commercial goals energy security goals."
152,We will strongly support any attempt to build a system of trade and economic cooperation through an expanded global system of trade preferences (GSTP) among developing countries.
153,"We will seek to assert more robustly India’s national interests, especially at the forthcoming review conference of the WTO, scheduled for December, 1999."
154,We are committed to making the voice of India as the voice of the developing world.
155,"Genuine Secularism We are committed to establishing a civilised, humane and just civil order; that which does not discriminate on ground — of caste, religion, class, colour, race or sex."
156,We will truly and genuinely uphold and practise the concept of secularism consistent with the Indian tradition of ‘Sarva panth samadara’ (equal respect for all faiths) and on the basis of equality of all.
157,"We are committed to the economic, social and educational development of the minorities and will take effective steps in this regard."
158,"SCs, STs and Backwards Classes The interests of Scheduled Castes, Scheduled Tribes and Backward Classes will be adequately safeguarded by appropriate legal, executive and societal efforts and by large scale education and empowerment."
159,We will provide legal protection to existing percentages of reservation in government employment and educational institutions at the Centre and State level.
160,"If required, the Constitution will be amended to maintain the system of reservation."
161,"We will continue to offer all assistance to the SCs, STs and Backward Classes to ensure their speedy socio- economic development."
162,We will remove the last vestiges of untouchability from our society.
163,"Further, we will present   1 a National Charter for Social Justice (Samajik Nyay) based on the principle of social harmony (Samajik Samarasata)."
164,We are committed to extending the SC/ST reservations for another 10 years.
165,"Reservation percentages, above 50%, as followed by certain states shall be sanctified through necessary legislative measures."
166,Environment We will establish an appropriate legal framework for the protection of the environment and unveil a National Environment Policy to balance between development and ecology.
167,A Vanvasi Fund for the benefit of Vanvasis shall be established.
168,To discourage poaching of Wild Life a Wild Life Anti-Poaching Authority shall be established.
169,The Ganga and Yamuna rivers’ cleaning programmes shall be revamped and revitalised.
170,Similar schemes for other water bodies shall also be initiated.
171,Prasar Bharti We will review the Prasar Bharti Act.
172,We will also enact a comprehensive Broadcasting Bill to regulate private broadcasting and to protect Indian interests.
173,We will restrict foreign equity holding in private television broadcasting to 20% (and prevent cross holding to avoid emergence of monopolies in the media).
174,"A New Norm For Governance by consensus Science & Technology For sustainable national development and the long-overdue transformation of India into a modern, prosperous and knowledge-driven nation, we will ensure integration of efforts, in the field of science and technology with development programmes in various socio-economic sectors."
175,"We will further speed up the modernization of National Laboratories, strengthen R&D and establish new as well as strengthen existing centres of excellence, so that they continue to constitute an invaluable national asset and also become totally immune to policy fluctuations   elsewhere."
176,Information Technology A new revolution is sweeping the globe — that of Information Technology.
177,We believe that Information Technology is an important vehicle for future development.
178,"We are committed to ensuring that India is full and equal partner in its global progress; indeed, that India can be a software super power."
179,"We will, for that purpose, unveil a National Informatics Policy with short, medium and long-term perspective."
180,"Finally, we are convinced that a nation of nearly 100 crore people representing a sixth of humanity cannot be governed on the arithmetic alone of majority and minority."
181,"Governance must become unifying, not divisive, in its practice."
182,"It is this mindless manner of the domination of the majority that has led to bitterness, hostility and confrontation – and has even made the opposition and ruling parties like permanent adversaries."
183,This destructive trend of politics of negativism and political untouchability which has distorted our body politic in the last few decades calls for an immediate corrective.
184,"We will, therefore, strive to develop national consensus on all major issues confronting the nation by involving the opposition parties and all section of society in dialogue."
185,We will also try for a consensual mode of governance as far as practicable.
186,"This National Agenda is a sincere and solemn covenant aimed at changing the content and culture of governance of this great nation, freeing it of the triple curses of hunger (bhookh), fear (bhay) and corruption (bhrashtachar), and transforming it into a New India that is prosperous, strong, self-confident and at peace with itself and the world."
187,we appeal for the cooperation of all parties and all sections of society in this great endeavour.
188,"   1 Conclusion This National Agenda is a sincere and solemn covenant aimed at changing the content and culture of governance of this great nation, freeing it of the triple curses of hunger (bhookh), fear (bhay) and corruption (bhrashtachar), and transforming it into a New India that is prosperous, strong, self-confident and at peace with itself and the world."
189,We appeal for the cooperation of all parties and all sections of society in this great endeavour.
190,
