,0
67,"The	2009	Mandate	was	for	maintaining	peace and security and for fighting the challenges thrown up by undemocratic, divisive and exclusionary	political	and	social	interests."
68,This	has	been	achieved	in	substantial	measure.
69,We let the record speak for itself.
70,"more than the ₹ 7,248 crore it was ten years	ago."
71,"• Today, minorities have 43,52,000 bank accounts in 121 districts of the country."
72,"The	total	volume	of lending	stands	at	₹ 66,500	crore."
73,"Ten	years	ago,	minorities	had 14,15,000	bank	accounts."
74,"The	total	volume of lending	was	just	₹	4,000	crore."
75,"• Today, 41,16,000 women Self-Help- Groups have been credit linked to banks."
76,"Ten	years	ago	it	was	only	9,71,182."
77,"• Today,	the	total	credit	to	small	businesses stands	in	excess	of ₹	5,27,000	crore."
78,"Ten years	ago,	credit	to	small	businesses	stood at	below	₹	80,000	crore."
79,"• Today, the Central Government’s expenditure on education is ₹ 79,451 crore."
80,"Ten years ago, it was ₹ 10,145 crore."
81,"• Today,	the	total	value	of India’s	international trade	stands	at	US	$	800	billion."
82,"Ten	years ago,	it	was	US	$	142	billion."
83,• The Congress-led UPA has brought 14 crore people out of poverty in the last ten years.
84,The rate of poverty decline has tripled as compared to the preceding decade.
85,"This	is	the	greatest	achievement	of the UPA governments, and we are proud of it."
86,"• In the ten years of UPA-I and UPA-II, India achieved an average annual growth rate	of 7.5%."
87,During	the	NDA	tenure	the average	annual	growth	rate	was	5.9%.
88,"• Today, we produce 263 million tonnes of food grains."
89,"Ten years ago, at the end of the	NDA	tenure	its	was	213	million	tonnes of food	grains."
90,"• Today, the installed power capacity is 234,600 MW."
91,"Ten years ago, it was less than	half at	112,700	MW."
92,"• Today, the number of mobile subscribers has	crossed	95	crore."
93,"Ten	years	ago,	it	was a mere 3.36 crore subscribers."
94,Telephone density in rural areas has increased 26 times.
95,"• Today, coal production is 554 million tonnes	per	year."
96,"Ten	years	ago,	it	was	361 million	tonnes	per	year."
97,"• Today,	we	have	389,578	km	of rural	roads under the Pradhan Mantri Gram Sadak Yojana (PMGSY)."
98,"This is more than 7 times the 51,511 km of rural roads ten years	ago."
99,"• Today,	the	Cental	Government’s	spending on healthcare is ₹ 36,322	crore, 5 times 6 7 The Indian National Congress-led UPA government	has	had	an	unmatched	record when	it	comes	to	the	passage	of significant, historic and pathbreaking legislation."
100,The Indian	National	Congress	is	a	Party	that	takes its commitments to the people as sacred.
101,The Party has worked to realise almost all the	promises	made	to	the	people	in	its	earlier Manifestos	and	campaigns: The Indian National Congress led the charge to enact a unique and unprecedented law to safeguard food security for the poorest.
102,The National Food	Security	Act	marked	the	realisation of over	a	decade	of work	and	has	been hailed as a visionary law	by	the	people.
103,"of The seminal Right to Compensation Fair in and Transparency Acquisition, Land and Rehabilitation Resettlement Act, 2013	-	a	key	campaign promise the Indian	National	Congress	in	2009	-	was enacted after two years of nationwide consultations."
104,This law was a historic victory for our brothers and sisters working in the agriculture sector.
105,"The law	ensures	that	land	cannot	be	acquired without land owners consent, promises	up	to	four	times	the	prevailing market	value	as	compensation	and	repeals the	Land	Acquisition	Act	of 1894. the The	Indian	National	Congress	led	the	way in bringing about historic reform with regard to women’s rights in the form of the	Criminal	Law	(Amendment)	Bill,	2013 and the salutary Protection of Women from	Sexual	Harassment	at	Workplace	Act, 2013."
106,These laws made the system more sensitive to the challenges faced by our women.
107,Penalties	have	increased	and	new crimes	were	included	to	make	the	definition more	women	friendly	so	that	the	law	better serves	the	interests	of the	aggrieved.
108,"In a bid to bring greater clarity on the subject, the Congress-led UPA Government enacted a new Companies Act, 2013."
109,"This new law, resulting from comprehensive consultations with all stakeholders	brings	about	radical	changes that will stimulate entrepreneurship, make it easier to start new businesses and Lokayukta Act, 2013 was born out of a determination to give the people a strong, independent authority to act as a watchdog against administrative corruption."
110,This	authority	empowers	the people by giving them a high-powered forum the in bureaucracy	and	the	political	system.
111,"tackle corruption to In	one	earliest	actions	on	being	re-elected, the Congress-led UPA government passed	the	Right	of Children	to	Free	and Compulsory	Education	Act	in	2009."
112,"This law, which guarantees free education in primary schools, also puts in place Act	will	protect	livelihood	rights	of lakhs of street	vendors."
113,"of Employment The Prohibition as Manual their and Scavengers Rehabilitation Act, 2013 not only prescribes stringent punishment for employing manual scavengers but also has	provisions	for	rehabilitation	of these families."
114,An age-old blot on our society will	finally	be	erased.
115,landMark legislaTion: 2009 -2014 encourage Corporate and Responsibility.
116,"Social Mindful that our Nation’s citizens, and particularly our senior citizens, deserve greater security with regard to their pension funds, the Congress-led UPA Government enacted the Pension Fund Regulatory and Development Authority Act, 2013, to establish a regulator to ensure these funds are protected from unscrupulous	individuals."
117,The	Indian	National	Congress	has	always looked to the people for guidance in the discharge of its duties.
118,The Lokpal provisions for minimum standards for the	establishment	of new	neighbourhood schools.
119,"The Indian National Congress, which has been firmly dedicated to the cause of protecting our nation’s environment and forests, enacted the National Green Tribunal Act, 2009 to establish a special fast	track	court	to	hear	disputes	related	to these issues."
120,"The	Indian	National	Congress	piloted	and passed	the	Street	Vendors	(Protection	of Livelihood	&	Regulation)	Act,	2014."
121,"This 8 9 We will endeavour to bring around two- thirds	of our	population	–	the	skilled	hands that build India – into the middle class, through a package of basic rights for all workers	–	formal	and	informal,	organized and unorganized, regular and contractual."
122,Our aim will be to provide them and all low-income families with economic security	and	a	minimum	standard	of living to uplift their condition.
123,The charter of minimum socio-economic rights we will put	in	place	includes: a.
124,Right	to	Health b.
125,"Right	to	Pension c. Right	to	Homestead	or	Housing d. Right	to	Social	Security e. Right	to	Dignity	and humane	working conditions To support the Right to Health, the Indian National Congress will increase health expenditure to 3% of GDP and provide universal and quality health care for all Indians (including free medicines)."
126,"To support the right to homestead/ housing, we will ensure affordable and quality housing for all."
127,The Indira Awaas Yojana	and	the	Rajiv	Awaas	Yojana	will	be expanded	to	cover	all	poor	rural	and	urban households.
128,"Continuing	our	record	of delivering	India’s highest	growth	rates,	we	will	restore	India to	8%	plus	growth	rate	within	3	years: India a world leader in agricultural production and agro-industry, taking advantage	of our	national	endowments and the genius of our farmers."
129,"We will focus on increasing agriculture productivity and farmer incomes by increasing investments in irrigation, agricultural value chains, cold storage and	warehousing,	etc."
130,f. We will introduce the Goods and Services Tax Bills and a new Direct Tax	Code	Bill	in	Parliament	and	ensure they	are	enacted	within	one	year.
131,g. We will ensure that the unpredictable risk	of retroactive	taxation	is	avoided.
132,"h. We will invest more than 1 trillion k. We will ensure that growth is socially responsible, and comes from genuine value	addition,	not	from	stripping	our natural	resources	or	from	underpaying our	labour."
133,l. We will ensure that all our towns and Gram Panchayats are connected with high-speed broadband connectivity within 18 months.
134,m. Serious and systematic efforts have been made by the Congress-led UPA government	to	track	down	and	recover black money.
135,This determined effort will	continue	unabated.
136,We	will	appoint a	Special	Envoy	to	pursue	this	agenda.
137,We will provide skills- training	to	10	crore	youth and provide them with employment	opportunities over	the	next	5	years.
138,We	will	ensure	that	every citizen	has	a	bank	account within	the	next	five	years.
139,"f. Right to Entrepre- neurship that will protect and assist all those who seek to become	entrepreneurs our pledge: a 15 poinT agenda for soCio-eConoMiC and poliTiCal TransforMaTion rights the new supplement These will other rights established under UPA-I and UPA-II - Right to Food; Right to Information;	Right	to	Education;	Right	to Employment; Rights to fight corruption (Lokpal and Lokayuktas Act as well as Whistleblower Protection Act); Right to Identity	(Aadhaar)	and	the	Right	to	direct receipt of welfare benefits (Aapka Paisa, Aapke	Haath	–	Direct	Benefits	Transfers)."
140,"Together, these rights will provide an economic platform for people below the middle class to transform their lives and to	transform	India	primarily	through	their own effort, not through any handouts of the	government."
141,a.
142,We	will	ensure	that	India	has	a	globally competitive business and investment- friendly	environment.
143,b.
144,We will continue to take firm action to control inflation even in a difficult global	economic	scenario.
145,"c. We will promote an open and competitive economy, open to global and	domestic	competition."
146,d. Our	vision	is	building	India	as	the	world leader	in	manufacturing.
147,We	will	ensure a	10%	growth	rate	in	the	manufacturing sector	with	a	special	emphasis	on	small and	medium	enterprises.
148,"e. We	will	continue	on	the	path	of making dollars over the next decade on upgrading India’s power, transport and	other	development	infrastructure."
149,"We will support more transparent, competitive	and	better-regulated	Public Private	Partnerships	for	both	hard	and soft	infrastructure	development."
150,i.
151,"We	will	promote	a	more	flexible	labour policy as needed for maintaining competitiveness,	while	moving	towards international labour standards for our workers."
152,j.
153,"We will promote greater integration with	the	global	economy	and	encourage Foreign Direct Investment, especially in	labour	intensive	sectors."
154,We will implement the National	Youth	Policy	that	sets	a	new	vision for	leadership	development	amongst	youth and	for	the	development	of sports.
155,We	will bring	enhanced	focus	on	education	for	our youth	and	our	students.
156,a.
157,We will expand higher education opportunities	with	a	focus	on	students from	low-income	families.
158,b.
159,We	will	scale	up	skill	development	and training	to	open	up	new	opportunities for	upward	economic	mobility	for	our people.
160,c. We	will	open	up	our	higher	education system investment from India and from abroad and bring the best to 10 11 the Scheduled Castes and Scheduled Tribes Sub Plans to ensure focused spending	of funds	on	weaker	sections.
161,b.
162,"We will ensure the passage of the Scheduled Castes and Scheduled (Prevention of Atrocities) Tribes Amendment	Bill,	2013."
163,"We will strongly protect the interests of the Other Backward Classes, especially those amongst them that are most deprived."
164,We will establish a new commission	to	inquire	into	the	condition of the most backward and marginalized Other	Backward	Class	communities	who have	not	adequately	received	the	benefits income housing and making investments especially	in	multi-modal	transport.
165,"larger infrastructure, in urban We will accelerate governance reform including legal, judicial and electoral reform, building on the momentum of the last few months."
166,a.
167,We will enact the remaining anti- corruption and accountability bills that	were	blocked	by	the	opposition; b.
168,"We will the ensure immediate passage of The Right of Citizens for Time Bound Delivery of Goods and Services and Redressal of their Grievances Bill, Prevention of and	monitored	at	every	step."
169,e. We	will	develop	a	consensus	and	bring about	legislative	amendments	towards effective and meaningful electoral reforms.
170,"We	are	committed	to	a	series	of specific legislative, administrative and regulatory measures to protect our environment, an endowment entrusted to us for the benefit	of future	generations."
171,"We	will	set up a National Environmental Appraisal and Monitoring Authority (NEAMA), a professional to conduct environmental	appraisals	in	a	time-bound and	transparent	manner."
172,agency our pledge: a 15 poinT agenda for soCio-eConoMiC and poliTiCal TransforMaTion available knowledge and teaching to our	youth.
173,"d. We will move our focus from ‘Sarva Shiksha	Abhiyan’	to	‘Shreshth	Shiksha Abhiyan’, making “quality” the centre of our	agenda e. We	will	strengthen	the	implementation of the Right to Education, ensure secondary universal enrolment education, and reduce drop-out rates in	middle	and	secondary	levels."
174,in The protection of minorities is at the core of the ethos of our country.
175,"The Communal Violence Bill, which was drafted and introduced by the Indian National Congress, remains an important We commitment."
176,will work towards its enactment at the earliest.
177,"We will continue our focus	on	empowerment of women	and	fight	for their	security	(suraksha), self-respect and dignity (samman), and equality	(samanata)."
178,a.
179,We will ensure the passage of the of government programmes; and will recommend	corrective	measures.
180,b.
181,We will Women’s	Reservation	Bill.
182,initiate immediate action to formulate a Citizen’s Charter for Women’s	Safety	and	Security.
183,c. We	will	provide	upto	Rs	1	lakh	as	low interest	loans	to	women	through	Self- Help-Groups	for	livelihood	activities.
184,We will enhance legal protection and resource allocation for the Scheduled Castes	and	Scheduled	Tribes.
185,a.
186,We will enact central legislation on We will the strengthen legal and institutional framework to protect our children.
187,We will improve the working conditions of Anganwadi and related workers	in	whose	care	our	nation	entrusts our most precious asset – our youngest citizens.
188,"We will give a major to planned urbanization, creating inclusive revamping urban governance, cities, low- empowering mayors, increasing impetus Bribery of Foreign Public Officials and Officials of Public International Organisations Bill, Prevention of Corruption (Amendment) Bill, The Judicial Public Procurement Bill, Standards	and	Accountability	Bill	and the	Judicial	Appointments	Bill."
189,"c. We	will	implement	a	strategy	for	legal and judicial reform that will enhance quality,	responsiveness	and	timeliness of the	judicial	system."
190,the that ensure will recommendations of the second Administrative Reforms Commission are implemented in letter and spirit d. We most forces equipment out The Indian National believes Congress modernisation of our defence is Indian imperative.
191,"The National Congress shall ensure that the process of procuring the finest, state-of- and the-art is efficiently carried and transparently, while ensuring rapid development of our domestic defence industry."
192,We will continue to protect and	advance	the	interests	of our	defence personnel and ex-servicemen.
193,"We will continue to follow an unwavering pro- India foreign policy, enhance bilateral relationships with our neighbours and friendly nations, enhance commercial ties and strive to mobilize support for permanent membership in the United Nations	Security	Council."
194,12 13 a new future for the hands that build the nation It	is	because	of the	Indian	National	Congress that employees in the organised sector have been fully protected through legislation and are entitled to social security in different ways.
195,"While organised sector employment must expand, the reality is that employment in	the	unorganised	sector	contributes	close	to 94%	of India’s	labour	force."
196,"In recent years, with the expansion of employment opportunities because of rapid economic	growth,	this	segment	has	expanded."
197,"In recognition of this, in 2008, the Congress-led UPA government	passed the Unorganised Social Workers’ Security	Act,	2008."
198,The Indian National Congress believes that it is time to scale up these programmes across the country so that all workers	derive	benefits	from	both	legislation and programmes in the next five years.
199,"To ensure a basic rights and welfare package for all working people, the Indian National Congress	will	ensure: Enforcement	of Minimum	Wage	laws; Provision	of Pension	cover; Provision of life and disability cover, health and maternity benefits – free medicine, old age protection, Provident Fund, injury benefit, housing,	education	schemes	for	children, and	old	age	homes; employment Creation	of a	working	environment	that enables all such workers to carry out work without harassment."
200,We will also ensure	humane	working	conditions; Strengthening	of collective	bargaining; Programmes for upgrading skills and improved including use of income technology.
201,"economic growth The Indian National Congress is committed to achieving 8 % growth per year, within 3 years, to be sustained over the next two decades."
202,"annum, compared to 5.9	% delivered by the NDA,	even	as	poverty	has	declined	three	times faster."
203,The growth under the Congress-led UPA	has	been	faster	and	more	inclusive	than any	earlier	period	in	India’s	history.
204,And	it	is not	just	the	acceleration	of growth	that	gives the	Indian	National	Congress	satisfaction.
205,"In keeping with the long-standing tradition of the	Indian	National	Congress,	we	have	made the growth process more socially inclusive than	it	has	ever	been."
206,"Domestic Product (GDP) by 2016-17, and	remain	below	that	level	always."
207,ii.
208,"Current Account Deficit: Our Current Account	Deficit	can	be	financed	only	by foreign	investment,	whether	it	is	Foreign Direct Investment (FDI) or Foreign Institutional Investors (FII) or External Commercial Borrowing (ECB) or any other kind of foreign inflow."
209,"Hence, there is no room for any aversion to foreign	investment."
210,iii.
211,Price Stability and Growth: The	UPA	governments’	record	on	growth	is unparalleled.
212,The deTailed aCTion plan 2014 -2019 In a developing	economy	we	must	accept	that when our aim is high growth there will be	a	moderate	level	of inflation.
213,Reserve Bank of India must strike a balance between price stability	and	growth formulating while monetary	policy.
214,iv.
215,Infrastructure: rebuild We will our infrastructure and add a huge quantity of new i n f r a s t r u c t u r e . proven Every model must be adopted.
216,The Public Private	Partnership	(PPP)	model	must	be made more transparent and competitive and more widely used.
217,New financing structures will be created for long term funds	and	pooling	of investments.
218,v. Manufacturing: We will especially focus on manufacturing on and manufacturing for export.
219,"We propose that all taxes, Central and State, which go into an exported product should be waived or rebated."
220,We also propose that there should be a minimum tariff protection	so	that	there	is	an	incentive	to manufacture goods in India rather than import	them	into	India.
221,The Indian National Congress’s agenda is one of social and economic transformation.
222,Growth is essential for this transformation to	happen	and	for	it	to	be	truly	meaningful.
223,It is economic growth that creates jobs for our youth.
224,It is economic growth that gives us	the	resources	to	invest	in	our	social	welfare programmes	and	infrastructure	development.
225,The nature and quality of growth is equally important	to	ensure	that	the	gains	of growth are	equitably	distributed.
226,"Over	the	last	ten	years,	the	Congress-led	UPA governments have pursued and delivered rapid and inclusive economic growth."
227,"We have	delivered	economic	growth	of 7.5	%	per However, given the economic slowdown in the last few years, driven by the global financial crisis, bringing India back on track to achieve 8% inclusive growth will be an overriding priority of the next Congress-led government."
228,An	Economic	Roadmap	for	2014-2019 The Finance Minister in his budget speech earlier	this	year	has	laid	out	a	roadmap	of ten important	tasks	to	be	undertaken	by	the	next government.
229,The Indian National Congress affirms its commitment to this roadmap which	is	outlined	below: i.
230,Fiscal	Consolidation:	We	will	achieve	the target of fiscal deficit of 3 % of Gross 14 15 vi.
231,"Financial Sector Reforms: The the Financial recommendations of Sector Legislative Reforms Commission that	require	no	change	in	legislation	must be	implemented	immediately	and,	for	the other	recommendations,	we	must	draw	a timetable	for	passing	legislation."
232,vii.
233,"Subsidies: Given the limited resources, and the many claims on the resources, we must choose the subsidies that are absolutely	necessary	and	give	them	only to the absolutely deserving."
234,"We will also consider introducing sensible user charges because many more people are willing	to	pay	for	better	quality	services, for example, uninterrupted power and better quality train services."
235,"We will use money this saved to expand health, education and infrastructure."
236,viii.
237,"Urbanisation: cities become Our will ungovernable, and perhaps unlivable, if we	do	not	address	the	decay	in	our	cities."
238,"Cities have wealth, cities also create wealth."
239,That	wealth	should	be	tapped	for resources	to	rebuild	the	cities	with	a	new model	of governance.
240,ix.
241,"Skill Development: Skill development must	rank	alongside	secondary	education, university	education,	total	sanitation	and universal health care in the priorities of the	government."
242,x.
243,"Sharing responsibility between States and Centre:	States	have	the	fiscal	space	to	bear	a reasonable	proportion	of the	financial	costs of implementing	flagship	programmes	and must willingly do so, so that the Central government can allocate more resources for subjects such as defence, railways, national	highways	and	telecommunications that	are	its	exclusive	responsibility."
244,"The	Indian	National	Congress’s 100	Day	Agenda	for	Growth While the above presents a medium-term agenda	for	reform,	the	immediate	priority	is to	ensure	that	the	economy	gets	back	on	track to	the	target	of 8	%	growth."
245,"While consolidating on the announcements and progress made over the last year, we following commit implementing the to and entrepreneurship opportunities for our	youth."
246,"Amend the Fiscal Responsibility and Budget Management (FRBM) Act to codify a credible commitment of the government to achieve fiscal deficit of 3 % of GDP by 2016-17, and stay below	that	always."
247,Set	up	an	independent National Fiscal Responsibility Council that will submit an annual report to the Parliament on the progress made in achieving	our	fiscal	commitments.
248,Building on the success of the Cabinet Committee	on	Investment	and	the	Project recommend environmental clearances where appropriate in a time-bound and transparent	manner.
249,"Set up a Regulatory Reform Task Force for a review of all regulatory processes of central government ministries with the intent of repealing unnecessary processes, streamlining the regulatory structures and improving ease of doing business	in	India."
250,Put	out	a	clear	policy	on	tax	treatment	of foreign	firms	and	Merger	&	Acquisitions (M & A) transactions while ensuring that taxes are paid by multinational/ foreign entities in the jurisdiction in which the profits are earned.
251,"a out Lay clear roadmap for dealing with immediate issues of public sector including banks, recapitalisation, Non-Performing Assets (NPAs), operational autonomy, human resource development and succession planning	in	each	bank."
252,Implement the recommendations of the	Financial	Sector	Legislative	Reforms Commission that require no change in legislation and lay out a timeline for passing	required	legislation.
253,The deTailed aCTion plan 2014 -2019 agenda	within	100	days	of forming	the	next government: Introduce the Goods and Services Tax (GST)	Bills	in	Parliament	and	ensure	they are	enacted	within	1	year.
254,"GST	is	likely	to increase	the	aggregate	revenue	which	will be used to fund the extra investment in infrastructure,	health	and	education."
255,Ensure	that	we	are	on	track	to	pass	a	new Direct	Tax	Code	Bill	in	the	first	year	of the	new	Lok	Sabha.
256,"Announce a detailed Jobs Agenda to ensure	that	we	create	10	crore	new	jobs Monitoring Group in clearing stalled investment proposals, set up a National Investment Facilitation Authority, a permanent body headed by the Prime Minister, and supported by a full-time secretariat,	with	the	explicit	mandate	of identifying	delayed	projects	and	resolving inter-ministerial	issues	to	enable	rapid	and transparent approvals to large projects, especially	in	the	infrastructure	sector."
