,0
26,"The post-Independence tendency to reject all ancient Indian wisdom in political life led to all pre-Independence values and symbols—be it the idea of spiritual nationalism expounded by Swami Vivekananda, or the concept of Ram Rajya articulated by Mahatma Gandhi, or the soul-stirring ‘Vande Mataram’ song composed by Bankim Chandra being discarded as unsecular and unacceptable."
27,The BJP rejects this attitude and idea of disconnecting from the past.
28,The past is inseverable from the present and the future.
29,"That is why Swami Vivekananda said, ‘It is out of the past that the future is moulded."
30,It is the past that becomes the future’.
31,"BJP’s Vision: An Inheritance From India’s Freedom Movement THE BJP shares, embodies and energizes the vision of every patriotic Indian to see our beloved country emerge as a strong, prosperous and confident nation, occupying her rightful place in the international community."
32,"It is a vision to see our sacred Motherland freed from the scourge of bhookh (hunger), berozgari (unemployment), bhay (fear) and bhrashtachar (corruption)."
33,"Lastly, it is a vision to see India, the world’s oldest cradle of civilization, transform itself yet again into a benign global power, contributing her material, intellectual, cultural and spiritual energies to change the paradigm at the global level to save the world from the gathering civilizational crisis."
34,"As Arnold Toynbee said, ‘The Western beginning must have an Indian ending if the world is to be saved from destruction.’ It was this very same vision which inspired millions upon millions of freedom-loving Indians of all castes, communities and regions to give their all for the liberation of Mother India from the yoke of British colonial rule."
35,"It was a vision which all the stalwarts of our freedom movement, belonging to different ideological and political backgrounds, said in their own separate yet complementary ways."
36,"Mahatma Gandhi coined a uniquely Indian idiom—‘Ram Rajya’—for this common national vision, emphasizing, as a cautionary direction to future rulers of India that, ‘There can be no Ram Rajya in the present state of inequalities in which a few roll in riches and the masses do not get even enough to eat.’ The Context and the Issue in the 12th Lok Sabha Poll THE general elections to the 12th Lok Sabha is the inevitable result of the instability forced on the country by the Congress and the United Front."
37,The two formed a negative and opportunist combination to thwart the mandate of the people in the 11th Lok Sabha poll and allowed the rejected Congress Party to do back- seat driving.
38,"The negative combination was a symbol of instability from day one and was, for most part of its existence, in intensive care."
39,"It collapsed, as it had to and demonstrated how the mischief played on the people of India after the 11th Lok Sabha poll recoiled on the mischief-makers themselves."
40,This has made stability the principal issue in the coming election in a manner it has never   1 in our history.
41,"Also, the election to the 12th Lok Sabha is not only a vote on the despicable record of malgovernance of the two United Front regimes spawned by the hung 11th Lok Sabha."
42,"Rather, as the last parliamentary poll in this century and as one taking place in the Swarna Jayanti year of India’s Freedom, it is a vote on nearly five decades of misrule by the Congress and its clones."
43,The BJP and its allies have entered the electoral fray with the supreme confidence of winning a clear mandate from the people of India to rule for the next five years.
44,"This mandate will be a vote not only against the rank instability of the two United Front Governments, but also against the static, anti-people, anti- development ‘stability’ of the previous Congress Governments."
45,"At the same time, it will be a positive vote for the BJP’s solemn pledge to provide a dynamic, pro-people, pro-development, anti- status quoist stability under the able Prime Ministership of Shri Atal Bihari Vajpayee."
46,"Shri Atal Bihari Vajpayee: Ability, Integrity and Universal Acceptability THE positive vote for the BJP is grounded in our philosophy, our policies, our programmatic commitments, the performance of our State Governments and, of course, the unimpeachable personal qualities of our top leadership."
47,"In Shri Atal Bihari Vajpayee, the people see a leader who combines ability with integrity, charisma with character and experience with universal acceptability."
48,"He is not a person who claims leadership by birth in, or relationship with, any dynasty."
49,He is a leader by virtue of his long and dedicated service of the nation and its people in and out of Parliament.
50,"Under Shri Vajpayee’s leadership, the BJP and its allies, if elected to power, will marshal the requisite will to chart the way towards the fulfillment of the unfinished agenda of transition from Swaraj to Su-raj."
51,This Election Manifesto outlines how the BJP will effect change with continuity.
52,It asserts the principles and beliefs that will serve as the beacon and an internal watchdog for the BJP in governance.
53,"The five-fold concept of Shuchita (probity in public life), Suraksha (security), Swadeshi (economic nationalism), Samajik Samarasata   (social harmony) and Hindutva (cultural nationalism) will constitute the core content and ideological pillars of the BJP."
54,"These principles will be manifest in our commitment to national security, good governance, national unity and integration, democracy, genuine secularism, eradication of mass poverty, opportunity for economic advancement for all, social justice, gender justice, harmonious Centre-State relations, probity in public life, revival of institutions, politics of consensus and cooperation as against confrontation and, last but not the least, raising India’s prestige, profile and power in the international arena."
55,These commitments will guide the BJP in its endeavor to provide a Stable Government under an Able Prime Minister.
56,"   1 National Identity Cultural Nationalism THE BJP is committed to the concept of ‘One Nation, One People and One Culture’."
57,"The unique cultural and social diversity in India is woven into a larger civilizational fabric by thousands of years of common living and common and shared values, beliefs, customs, struggles, joy and sorrow, as well as symbols of high degree of unity without uniformity."
58,Our nationalist vision is not merely bound by the geographical or political identity of Bharat but it is referred by our timeless cultural heritage.
59,"This cultural heritage which is central to all regions, religions and languages, is a civilizational identity and constitutes the cultural nationalism of India which is the core of Hindutva."
60,This we believe is the identity of our ancient nation ‘Bharatvarsha’.
61,"Every effort to characterize Hindutva as a sectarian or exclusive idea has failed as the people of India have repeatedly rejected such a view and the Supreme Court, too, finally endorsed the true meaning and content of Hindutva as being consistent with the true meaning and definition of secularism."
62,"In fact, Hindutva accepts as sacred all forms of belief and worship."
63,The evolution of Hindutva in politics is the antidote to the creation of vote banks and appeasement of sectional interests.
64,Hindutva means justice for all.
65,The BJP is convinced that Hindutva has immense potentiality to re-energize this nation and strengthen and discipline it to undertake the arduous task of nation-building.
66,This can and does trigger a higher level of patriotism that can transform the country to greater levels of efficiency and performance.
67,"It is with such integrative ideas in mind, the BJP joined the Ram Janmabhoomi movement for the construction of Shri Ram Mandir at Ayodhya."
68,This greatest mass movement in post-Independence history reoriented   the disoriented polity in India and strengthened the foundation of cultural nationalism.
69,The BJP is committed to facilitate the construction of a magnificent Shri Ram Mandir at Ram Janmasthan in Ayodhya where a makeshift temple already exists.
70,Shri Ram lies at the core of Indian consciousness.
71,"The BJP will explore all consensual, legal and constitutional means to facilitate the construction of Shri Ram Mandir at Ayodhya."
72,"   1 for Institutional Rejuvenation Strengthening Democracy’s Pillars THE strength of a democracy is directly proportionate to the strength of the three pillars on which it rests—the Executive, the Legislature and the Judiciary."
73,Five decades of misrule and misuse of these institutions has eroded their strength.
74,Corruption at the highest levels of the Executive has corroded people’s faith in Government.
75,"The Congress and UF Governments’ inability to take firm decisions and make tough choices, apart from their failure to confront disruptive forces, has weakened the authority of the Indian State."
76,Over-centralization of power at the Centre and unbalanced models of development have led to Centre-State friction.
77,Abuse of constitutional provisions like Article 356 and the misuse of Raj Bhavans as extension counters of the ruling party at the Centre have defiled the sanctity of the country’s Constitution.
78,The BJP will earnestly set itself to the task of strengthening these institutions of the Republic through an agenda of reform and rejuvenation.
79,The primary task is to restore to the State—and thus to Government—its honour and prestige.
80,The BJP will thus restore to Government its moral authority to rule.
81,"We propose to undertake the following agenda for rejuvenation: Constitutional Reforms The BJP will appoint a Commission to comprehensively review the Constitution of India, in the light of the experience of the past 50 years and make suitable recommendations."
82,The Commission will comprise constitutional experts and eminent parliamentarians.
83,The BJP is committed to take necessary steps to prevent   misuse of Article 356 of the Constitution.
84,"The BJP will carve out Uttaranchal, Vananchal, Vidarbha and Chhattisgarh as separate States."
85,Delhi will be given full Statehood.
86,"The BJP will provide all three regions of Jammu and Kashmir—Jammu, Kashmir and Ladakh—with regional development councils."
87,The BJP will abrogate Article 370 of the Constitution.
88,"Electoral Reforms THE BJP, which has been singularly championing the cause of electoral reforms since the days of the Jana Sangh, believes that one of the principal causes of corruption and corrosion of our polity is our faulty election process."
89,"The BJP will, immediately on assuming office, introduce a comprehensive Electoral Reforms Bill, much of the groundwork for which has already been done but not acted upon."
90,"To ensure free, fair and fearless elections and to prevent the use of money power and muscle power, the BJP will: Update and adopt the Goswami Committee Report; Consider introducing a scheme for State-funding of election expenses incurred by all recognized parties; Undertake immediate delimitation of Lok Sabha and Assembly constituencies; Make it mandatory for parties to submit audited accounts for public scrutiny; Examine the feasibility of introducing the list system or a mixed system of elections; and; Undertake the process of issuing multi-purpose identity cards to all citizens and make it a mandatory requirement for voting."
91,Judicial Reforms THE Judiciary is one of the watchdogs in a democracy and in recent times has played an important role in pursuing cases of corruption and abuse of public office.
92,But the Judiciary faces problems that need to be addressed and solved in consultation with the Chief Justice of India.
93,"For speedy, fair and inexpensive justice, the BJP will:   1 ."
94,"Fill vacancies in high courts and the Supreme Court without any delay; Appoint special judges to clear the huge arrears at all levels of the judiciary; Legislate to the effect that cases are heard on a day-to-day basis and not held up by inordinate adjournments; Expand and strengthen the existing legal aid facilities for weaker sections of society; and, Set up a National Judicial Commission which will recommend judicial appointments in the High Courts and the Supreme Court and draw up a code of ethics for judges."
95,"Reforms in the Law and Order Machinery THE security of each citizen is of utmost concern for the BJP, which is committed to a riot-free and terrorism-free India."
96,"Whether on the streets or at home, every Indian must feel safe and protected from violence in any form."
97,The BJP will squarely and purposefully address the deteriorating law and order scenario in various parts of the country.
98,The BJP will: Forthrightly meet all challenges to the State and its citizens by terrorists and extremists.
99,"Our approach will be firm but always fair; Enact a suitable law to tackle terrorism while ensuring that there are no loopholes for its misuse; Provide timely assistance to State Governments to maintain law and order by supplementing local police forces with adequate central forces; Equip police with modern arms and communication facilities; Seek immediate reports from State Governments on incidents of police firing and monitor follow-up action, especially in fixing of responsibility if the firing was unprovoked or uncalled for; Hold district officers squarely accountable for mismanagement of public order and take prompt action in light of findings of time-bound inquiries; Ensure that complaints by citizens do not go unattended;   Improve the intelligence-gathering mechanism at all levels to tackle mischief-makers before they can act and keep State Governments posted about all intelligence gathered on a day-to-day basis; Launch a nationwide drive to identify the influx of illicit arms and their possession."
100,Proliferation of small arms directly affects law and order and the nation’s security; Crack down on narcotics smuggling which is linked to narco-terrorism and drug-usage.
101,"Existing law in this regard will be made more effective and implemented; Rationalize the number, structure, composition and role of paramilitary and special forces like the National Security, the Special Protection Group and the Rapid Action Force; and, Review VIP security arrangements so that they are neither exaggerated nor intrusive."
102,We will ensure that VIP security arrangements do not affect the collective convenience of the citizens.
103,"Administrative Reforms THE BJP believes that despite reduction in the traditional regulatory role of the bureaucracy, it will remain vital to the provision of a just and progressive administration; efficient delivery of services to the people; and, implementation of socio-economic development programmes."
104,We will strive to re-inculcate in the public service the spirit of service to the common people.
105,Public servants at all levels will be given due support and trust.
106,"In turn, they will be held fully accountable for efficiency, probity and integrity."
107,"To usher in a responsive and responsible administration, the BJP will: Ensure objectivity and fairness in recruitment, promotions and transfers."
108,"Introduce suitable minimum tenures for officers manning such posts as secretaries to the Government, chief secretaries, DGPs and district officers; Deny extension to officers after superannuation or upon completing their fixed tenures; Give protection to public servants in the discharge of their duties and disallow interference from extraneous quarters;   1 ."
109,"Undertake reforms in district administration, police and other organizations interfacing with the people, with emphasis on responsiveness and accountability; Avoid proliferation of bureaucracy by meeting new requirements, to the extent possible, through redeployment and training of existing staff; Give wide publicity to rights of citizens and the services and facilities to which they are entitled; Provide speedy redressal of individual and community grievances; Withdraw Government from areas of unnecessary intervention; Enhance skills and efficiency of public servants through special training programmes; Infuse talent through lateral entry of personnel; Ensure speedy resolution of anomalies in implementing the recommendations of the Fifth Pay Commission and strengthen arrangements for employees’ welfare and housing; Raise the retirement age of Government employees from 58 to 60 as per the recommendations of the Fifth Pay Commission; and, Increase skills and efficiency of public servants by training programmes; infusion of talent will also be secured by lateral entry of people from the private sector, NGOs and educational and research institutions."
110,"Restructuring of Centre-State Relations THE present iniquitous Centre-State relations not only tend to erode the autonomy of the States and jeopardize their rightful and legitimate role in our federal polity, but also impinge on their financial capabilities and operational flexibility."
111,"To make Centre- State relations more harmonious and in keeping with the spirit of a federal polity, the BJP will: Immediately implement the recommendations of the Sarkaria Commission; Consult State Governments before appointing Governors and consider ways and means of preventing misuse of Raj   Bhavans for political purposes; Increase allocation of resources to the States in real terms."
112,"This, coupled with greater functional autonomy, can go a long way in making States stable, strong and prosperous."
113,"To achieve this end, we will: (a) Increase the States’ share of gross proceeds of Central Tax revenues to 33 per cent; (b) Give adequate assistance to the States to lessen the burden imposed by the recommendations of the Fifth Pay Commission; (c) Allow States the freedom to raise funds by issuing tax-free bonds; (d) Transfer external assistance to States on the same terms and conditions on which it is received from external donors; (e) Treat loans against small savings as loans in perpetuity; (f) Increase Plan assistance to States in real terms; Swiftly clear infrastructure projects in power, water and mineral sector."
114,The Central Electricity Authority and Central Water Commission will function as consultancy organizations and not have any regulatory role in project clearance.
115,The present policy of environmental clearance will be reviewed.
116,"Panchayati Raj FOR better local self-governance at the village level, the BJP will: Introduce suitable changes in the 73rd and 74th amendments to the Constitution with a view to further strengthening Panchayati Raj institutions and giving them greater autonomy; Endeavor to make the Panchayati Raj institutions financially self-reliant."
117,Systemic Cure for Corruption THE BJP believes that morality and ethics together form the underpinning of good governance.
118,"In the past 50 years, the Congress has systematically dismantled all norms of honesty and integrity   1 Government, indulging in corruption at all levels and resisting all attempts to bring the guilty to book."
119,"The UF had declared its intention to expose the corrupt, but ended up protecting them from the arms of justice."
120,The BJP will seek to undo this grievous wrong committed against the nation by the Congress and later by the UF and set an example of unimpeachable accountability and impeccable probity in public life.
121,"For a clean public life, the BJP will: Make it obligatory for every elected representative to make public within 90 days his income and assets, as well as those of his/her spouse and dependent children and parents."
122,"These declarations will be open to public scrutiny and have to be made every year; Appoint a Lok Pal to inquire into allegations of corruption against anybody holding public office, including the Prime Minister; Introduce extensive regulations to ensure that conflict of interest does not influence decisions taken by those holding public office; Modify and reform the methodology of Government approval of contracts, schemes and large value agreements to make them more transparent; The powers of patronage, the discretion to say ‘Yes’ or ‘No’ to simple daily requirements of the citizens will be done away with; Expeditiously deal with unresolved cases of corruption and in which no action has been taken in the last 12 years; and, Give greater autonomy to the CBI, in keeping with the recent Supreme Court order, so as to prevent investigating agencies from being used to subserve the political designs of the ruling party."
123,Right to Information THE BJP believes in taking concrete steps to promote transparency in the functioning of Government as a confidence- building measure.
124,The working of a Government should not only be transparent but should be perceived to be so.
125,"We, therefore, subscribe to the principle of sharing information about the Government’s   work."
126,"The BJP will: Enhance public access to information to the maximum extent feasible; Review laws and regulations concerning confidentiality; and, Introduce social audit of development programmes, especially in rural areas."
127,   1 Swadeshi Approach Making India a Global Economic Power THE economic policy-making in the last five decades has been shaped more by dogma than by a rational debate on what suits the country’s interests best.
128,"In 1950, Congress discarded the Gandhian approach and adopted the socialist pattern without any debate."
129,"Now, after the collapse of the socialist paradigm, our entire establishment has defected to the type of free-market system that prevails in the Western countries, once again without any debate as to whether such a system can be wholly transplanted to India."
130,"The policies of liberalization, particularly globalization, pursued by the Congress and later by the UF Government have resulted in economic stagnation."
131,What this nation needs now is a practical approach that is devoid of dogma and is guided wholly by considerations of national interest and what is appropriate for us.
132,"Fifty Years of Wasted Opportunities IN fact, the five decades of Congress and quasi-Congress rule have been a virtually wasted opportunity."
133,In these fifty years the absolute numbers of people living below the poverty line almost doubled; the Indian economy grew at a mere 3.5 per cent while most of Asia raced ahead towards prosperity.
134,"At the same time, Indian industry, services and agriculture were largely rendered internationally non-competitive and disadvantaged."
135,"During most of this period the BJP and its forerunner, the Bharatiya Jana Sangh, had been urging a liberal economic regime in which the full creative genius of the Indian people could flower."
136,We opposed the license-permit Raj.
137,We opposed the command economy.
138,We opposed senseless central planning.
139,We opposed the inefficient State   capitalism that was promoted at the cost of our entrepreneurial class.
140,"We opposed the crony capitalism that came about as a result of the collusion between the politicians, bureaucrats and businessmen."
141,We opposed the nationalization of vast areas of the economy.
142,We opposed the corruption that inevitably became a part of the system that was created.
143,We continuously opposed the Congress party that was both the creator and then the creature of this corrupt system.
144,"Phony Liberalization: A More Impoverished Economy AFTER four-and-a-half grossly wasted decades, the Congress Government of the day woke up to the bankrupt reality, but, under the guise of correcting the past wrongs, actually surrendered to IMF conditionalities."
145,With a gun at its head it began to do what it does best—double talk.
146,It said it was liberalizing the economy and actually gave itself more opportunities for corruption.
147,This phony liberalization turned out to be a period of record loot under which foreign companies flourished and the Indian ones floundered.
148,"Within the first year, as the Finance Minister crowed that the surge in the share market was a sign of confidence in his policies, the bubble burst to uncover a scam of record proportions."
149,Foreign companies were allowed to increase their equity at par instead of paying the market price for additional shares.
150,"Over 2,100 companies were allowed to raise over ₹ 35,800 crore from the market, mostly at unreasonable premia."
151,The markets have since come down to abysmal levels; as a result millions were financially devastated.
152,"More than 600 of these companies, which cumulatively raised over ₹ 10,000 crore, have simply disappeared, walking off with the money."
153,The Congress Party has no answer for this.
154,Many in the Cabinet were directly involved in the scams.
155,"The then Prime Minister’s office, too, was not exempt from this taint."
156,"The last six years, when the much-touted reform has been under way, have been years of extreme difficulty for the common man."
157,"The wholesale price index of food grains has gone up by over 70 per cent, which is an effective inflation rate of over 20 per cent."
158,"Instead of creating prosperity for all, this so-called liberalization further impoverished the majority with a result that, according to the NCAER, 59 per cent of all households now have a monthly income of less than ₹ 1,000 or about ₹ 200 per person which is   1 less than the poverty level monthly per capita income of ₹ 263!"
159,"By contrast, only 4.1 per cent of all families have an income of over ₹ 40,000 per year."
160,"A study by Oxfam, while somewhat more charitable as far as the overall figures are concerned, categorically states that rural poverty during the Manmohan Singh years grew from 35.5 per cent to 48.6 per cent."
161,"After this period of so-called liberalization and growth, so much hyped by the Congress and later by the quasi-Congress UF Governments, we have become a more impoverished society than before."
162,"According to the World Development Report, the highest 20 per cent of Indians accounted for 41.3 per cent of the national income, while the bottom 20 per cent accounted for a mere 8.8 per cent!"
163,"The hollowness of the economic policies of the past fifty years and, in particular, of the past seven years stands totally exposed by the glaring inequity and the high incidence of poverty."
164,From 1981-82 to 1990-91 industrial production grew at an average of 7.8 per cent a year.
165,After five years of so-called liberalization it grew at an average of 5.7 per cent.
166,"During the period 1990-96, in a reversal of the previous decade’s performance, the compound growth rate of foodgrain production was 1.7 per cent while the population grew at 1.9 per cent."
167,"Consequently, the per capita availability of cereals, which was 511 grams in 1991, has come down to 464 grams now."
168,It is small wonder that prices of cereals alone have gone up by almost 20 per cent in 1996 while those of vegetables have risen by a huge 63.3 per cent.
169,"The prices of wheat and onions have spiraled while those of luxury cars, mobile phones and color TVs have come down."
170,This is indicative of the warped sense of economic and social justice that has been prevailing in our country in the past few years.
171,"Instead of waking up to the deteriorating foodgrain scenario, successive Governments have been neglecting agriculture."
172,"In 1996-97, the proposed outlay for agriculture was ₹ 1,969 crore or ₹ 349 crore over the previous year’s revised estimate."
173,This did not even cover the official inflation and the impact of the Pay Commission’s recommendations.
174,"The Swadeshi Approach: Reforming the Reforms Process IN 1991, the BJP cautioned the Government to embark upon internal liberalization first and defer globalization."
175,We advocated   the reinstatement of the Swadeshi idea particularly because of the heavily one-sided pro-West WTO in the offing.
176,"However, in a matter of five years, the BJP stand on Swadeshi has been vindicated."
177,Swadeshi simply means ‘India First’.
178,This is the governing principle of all nations.
179,"Now the idea of Swadeshi is being accepted in most quarters, also by the Indian industry."
180,"Nevertheless, the economy of India has come under tremendous pressure because of misguided tariff reductions and an uneven playing field for the Indian industry."
181,"The BJP is fully aware that, when it comes to power, it will be inheriting a badly managed economy and a badly directed reform process."
182,The broad agenda of the BJP will be guided by Swadeshi or economic nationalism.
183,The fundamental approach of the BJP is that it is imperative to develop a collective national will and confidence that ‘India shall be built by Indians’.
184,National development will largely depend upon national effort and national capital and savings.
185,"Even after the so-called reforms, the share of FDI in national investment is less than 2 per cent, that is, out of the total national investment of over ₹ 12,30,000 crore, FDI amounted to only ₹ 18,500 crore during the years 1991 to 1996."
186,"It is clear that foreign capital will be only of little value to the national economy, though crucial to some sectors like infrastructure."
187,"Every nation advocates free trade in all global fora, but, in practice, they compulsively resort to quotas, tariffs and anti-dumping measures to protect their national interests."
188,"Whether it is the USA which resorts to Super 301, anti-dumping and high tariff, or it is Japan whose market is very difficult to access even now, the story is the same."
189,"While the declared agenda is free trade, the undeclared, but actual, agenda is economic nationalism."
190,"India, too, must follow its own national agenda."
191,This spirit is Swadeshi.
192,Role of Government in a Liberalized Regime THERE is a great misconception about the role of the Government in a liberalized regime.
193,There is an impression that the Government retreats leaving the hidden hand of the market to manage the economy.
194,"Governments all over continue to actively manage and protect their economies, national industry and employment."
195,"The paradox is that, the greater the liberalization, the   1 demanding is the involvement of the Government to protect national industry and employment."
196,Full Liberalization and Calibrated Globalization THE Government and Indian industry need to evolve a consensus on the time span required to enable our industries to adjust to the exacting demands of international competition.
197,"It means rapid, large-scale internal liberalization, but calibrated globalization so that the Indian industry gets a period of seven to ten years for substantial integration with the global economy."
198,"On the basis of this consensus, the Government and the industry should work out a strategy to create an atmosphere of international acceptability and manage external relations, particularly with the WTO."
199,"India must move carefully and gradually towards integration with the global economy and even as it so does, it must act in a manner that suits its national interest."
200,This strategy recognizes that Indian industry needs a period of transition before it can compete with global players.
201,"All policies of tariff reduction and lifting of quantitative restrictions will be formulated taking the above facts into accounts, but the objective will be to protect the national economy and national interest like all nations do and not to indulge in economic isolationism."
202,Study and Appraise the Impact of Reforms on the Economy THE process of liberalization and economic reforms needs to be properly strategized from the standpoint of broader national interest and rationally phased in.
203,"In doing so, the experience of the Asian nations presently under pressure will also have to be taken into account."
204,"As we approach the 21st century, we need to institute studies and appraise and review the reforms process and also the proposed reforms and redefine the broad contours of the national strategy for the next ten years."
205,"Based on the appraisal, the BJP Government will clearly define the contours and schedule of the liberalization and reforms."
206,"The procedural reforms like rectification of corporate law, tax law and other commercial laws will be separated from policy formulation like the policy on insurance and pension funds."
207,"Our Medium-Term Agenda THE broad national agenda of the BJP, containing an illustrative list of important and priority items for preparing the nation for future challenges, is set out below: India must adopt policies that will enable a sustained 8 to 9 per cent annual rate of growth of GDP."
208,This would mean an agricultural growth of at least 5 per cent a year and industrial growth of at least 12 per cent a year.
209,"Without powering agriculture in a big way, Indian growth rate cannot be sustained at higher levels."
210,"China, endowed with much less cultivable land and resources, could achieve an average agricultural growth of 8 to 10 per cent a year between 1983 to 1993 and doubled its agricultural production."
211,India can and should achieve this and more.
212,The agricultural agenda should be designed accordingly.
213,"A separate agenda for the non-corporate sector, which accounts for 40 per cent of the GDP, should also be pursued to achieve this target of sustained high growth."
214,"Recognizing the gross neglect of proper strategy in the past, our Government will focus on a judicious combination of infrastructure and agriculture to achieve a high trajectory of growth."
215,"In the next five years, we must become a credible partner in Asia’s development process and forge a relationship on equal terms with the major economic powers of the world—USA, EU and Japan."
216,"In the next three years, our Government will strive to achieve strong macro-economic fundamentals; fiscal rectitude where, more than fiscal deficit, the revenue deficit is controlled; strong and viable balance of payments; monetary policy designed to resist unrealistic fall in rupee value; moderate inflation; and credit availability to industry."
217,Some Important and Priority Items for the National Agenda The Government will formulate a system of voluntary compliance with all direct and indirect tax obligations with test-check assessments of select cases and expedite   1 of the defaulters.
218,The Government will ensure a day-to-day working relationship with Indian industry through a structured forum like the MITI in Japan.
219,"Even as the private sector will be encouraged to invest in infrastructure, the Government will also invest in infrastructure."
220,The private sector has not been a major contributor in this area.
221,"Even in the developed world, the share of the private sector in such development does not exceed 30 to 40 per cent."
222,"For this purpose, the Government will: • Access the long-term debt market in Insurance and Pension Funds."
223,• Set up national-level regulatory bodies for different areas of infrastructure.
224,"• Bring about more transparency, institute contracts which are easily enforceable and formulate laws that simplify the procedures."
225,"It will also: • Cut non-productive expenditure; • Disinvest in non-strategic PSUs; • Control and rationalize subsidies and trim all except those that benefit the weaker sections; • Reduce the size of the Government; and, • Simplify tax laws and widen the tax net."
226,The Government will institute an effective anti-dumping machinery to prevent dumping from abroad and to prevent unfair anti-dumping action against the country.
227,"The Government will ensure that a climate of competition is created in the insurance sector—if need be, by involving Indian private sector in the insurance business."
228,"The Government will rationalize the banking sector by creating specialization in unit banking, retail banking and commercial banking."
229,This will be done by consolidation and mergers to create global-size banks and promote efficiency and profitability to strengthen the Indian banking system.
230,Resource Generation: Fiscal Policy and the Promotion of Savings All the above tasks will need large-scale resource mobilization.
231,This will not only call for the widening of the tax base but also supplementing it with non-tax revenues.
232,The BJP Government shall innovate such resource augmentation through motivated savings.
233,The fiscal policy will aim to prevent the generation of black money.
234,Tax on services will be reviewed.
235,We will structure a fiscal policy that will help generate a higher level of savings.
236,We will aim to increase the savings rate to 30 per cent in the next five years.
237,"Acceleration of savings will require the elimination of dissavings, which, in its wake, will prune the size of Government and the public sector and generate the much-needed resources for attending to the highly neglected areas of social infrastructure like education and public health."
238,"Like physical infrastructure, social infrastructure will be a priority on the agenda of the BJP Government."
239,"In their abortive zeal for containing the fiscal deficit, previous Governments have cut plan expenditure drastically and, instead, increased revenue expenditure in unpruned regulatory arms of Government which have outlived their utility in the era of liberalization."
240,This trend will be reversed and it is expected that the reactivation of public expenditure will pull the economy out of demand stagnation and recession.
241,"It should be recognized that the halt in public investment in infrastructure, both physical and social, in the fond hope that did not materialize, of the private sector making good the gap, has caused undue harm to the economy."
242,Eradication of Poverty Through Generation of Jobs THE above strategy is also firmly rooted in the recognition that growth cannot be sustained in the backdrop of accentuation in poverty and human misery.
243,Poverty cannot also be wished away through an abstract definition built on calorific value.
244,"A meaningful estimation of poverty will now be structured on the matrix of factors that dilute the quality of life such as illiteracy, lack of sustained employment, malnutrition, lack of shelter, safe drinking water, sanitation and health care."
245,"The lot of the poor, thus defined, will be improved through a multi-pronged approach, with the focus on increased employment opportunities."
246,The BJP Government will   1 the Ninth Plan itself an employment-focused Plan.
247,"The development strategy followed in the last fifty years separates development from employment, treating human beings as fodder in the process of development."
248,Employment has only received lip service in the economic plans; in effect it has received a very low priority.
249,Employment has been treated as a by-product and not the main goal of development.
250,It has been more so since 1991 under the half-baked reform philosophy.
251,The all-West model of the reforms generates only jobless growth.
252,"The BJP believes that it is only through full employment—not just any kind of employment, but gainful and productive employment—that rapid and sustainable development is possible."
