,0
21,"We promise to make India strong and united, and a just and prosperous society."
22,"Our manifesto process reflects our commitment to a higher vision, that of listening to the Jan Awaaz."
23,It is not the ‘mann ki baat’ of one individual but the collective voice of lakhs of people.
24,"We have used all possible tools—website, WhatsApp, email, online petitions, and meetings with citizens, experts, stakeholders and grassroots activists."
25,"Between October 2018 and February 2019, many of you engaged in a conversation with the Congress, in at least 16 languages, through the medium most easily available to you."
26,"Our Manifesto Committee organised 121 consultations with the public and 53 consultations with experts such as farmers, entre- preneurs, economists, students, teachers, women’s groups, doctors, lawyers and many others."
27,We held consultations in over 60 locations across 24 States and 3 Union Territories.
28,We also met with NRI repre- sentatives from over 12 countries.
29,I have personally been listening to our people’s voices from all corners of our country.
30,Every single word in the Congress manifesto reflects your voices and the aspirations of crores of Indians.
31,It is an action plan for the future of India.
32,You inspired this manifesto.
33,It is a living manifesto.
34,"Now, it needs your support and your vote."
35,"We will present a report to the people of India, every year, on the status of implementation of our mani- festo."
36,"We will also set up an independent social audit group, which will make its own assessment of how and to what extent we have fulfilled our promises."
37,This is our commitment.
38,Congress promises.
39,Congress delivers.
40,"Rahul Gandhi President, Indian National Congress 4 Foreword by Rahul Gandhi / 5 / 5 The Choice Before You The 2019 general elections will be held during Mahatma Gandhi’s 150th birth anniversary year."
41,This reminds us that these elections are mainly between 2 ideologies.
42,"On the one hand is the Indian National Congress which has worked tirelessly to “wipe every tear from every eye,” while building a strong, har- monious, prosperous and modern India."
43,"On the other hand is the ideology of the RSS and its affiliates, which is working to destroy the very idea of India that the Mahatma gave his life for."
44,"Over the last 5 years of the BJP government, India has suffered under the ‘Modi model,’ which has devastated our economy, impoverished our farmers, destroyed jobs, divided communities, stoked hatred and spread fear."
45,"It is a model that has stripped the average Indian of dignity, voice and trust."
46,This is not the model India deserves.
47,This is a model that all Indians must reject.
48,The Congress model is in stark contrast to the BJP model.
49,"The Congress has always provided transfor- mative development, inclusive growth, responsive governance and reforms that strengthen the foundations of our Republic."
50,The 2019 elections are crucial for India’s future and our children’s future.
51,The choices before our citizens are crystal clear.
52,Do we choose freedom or fear?
53,Do we choose harmony or hatred?
54,Do we choose inclusion or exclusion?
55,Do we choose dignity or oppression?
56,Do we choose prosperity for all or wealth for a few?
57,Do we choose results or jumlas?
58,Do we choose justice or injustice?
59,Our allies and other progressive political parties across the country recognise the importance of this moment.
60,"We have, therefore, come together to defeat the BJP-led coalition and set our nation on the right course."
61,"In this Manifesto, we present to you the only national alternative—the Indian National Congress."
62,Why Congress Again?
63,Our record speaks for itself.
64,We have delivered prosperity for the people of India before.
65,We will do it again!
66,Ahead of us lies an electoral battle that will decide the fate of our nation for decades to come.
67,India has faced many such grave challenges before.
68,"The Indian National Congress has been at the forefront of many such battles, and India has always triumphed."
69,Congress led and won India’s struggle for freedom.
70,We established and nurtured parliamentary democra- cy.
71,"We led India to adopt a visionary Constitution that ushered in peaceful socio-economic transformation, established institutions that safeguarded our Repub- lic, and provided the nation its moral compass that has stood the test of time."
72,"On the other hand, under the BJP government, every independent institution has suffered an unprecedented loss of credibility."
73,Congress will restore India’s faith in our institutions and Constitution.
74,We have done it before.
75,We will do it again!
76,Congress built a modern India marked by prosper- ity and productivity.
77,"We built the IITs, IIMs, AIIMSs, CSIR institutions and laboratories, and educational and scientific research institutions that harnessed the brilliance of Indian minds and talent."
78,Congress ushered in the Green Revolution and the White Rev- olution that transformed lives in rural India.
79,We built the public sector that was the foundation upon which industrialisation and technological progress reached commanding heights.
80,We made India a nuclear and space power.
81,We led the Electronics and Telecom Revolutions and made India a global leader in Infor- mation Technology.
82,"On the other hand, the BJP government has ensured that farm prices are at a 10-year low, credit growth is at a 20-year low and unemployment is at a 45-year high."
83,"Exports and investment are at histor- ical lows, projects are stalling at an increasing rate, and factory closures have led to a stagnating manu- facturing sector."
84,"Digital India, Startup India and Make in India have been colossal failures."
85,"Petrol, diesel and gas prices have sky-rocketed."
86,Consumers are in despair and have lost confidence in the government.
87,Farmers are under extreme stress and have lost hope.
88,An aspirational India has become a desperate India.
89,Congress will once again bring India on track to be among the leading economies of the world in the 21st Century.
90,We have delivered before.
91,We will do it again!
92,Congress launched liberalisation and economic reforms.
93,It is the Congress that created India’s successful middle class and the new entrepreneurial class.
94,It is the Congress that passed rights-based legislation and created a social safety net for the very poor.
95,It is the Congress-led UPA government that lifted an unprecedented 14 crore Indians out of poverty between 2004 and 2014.
96,"On the other hand, Mr. Modi, arbitrarily and single- handedly, devastated India’s economy through demonetisation."
97,"It cost the people of India at least ₹ 4 lakh crores in lost output, lakhs of jobs and greater indebtedness."
98,"Then, a poorly designed GST was implemented in a hasty and careless manner, with rules being changed haphazardly almost every day."
99,Arbitrary powers given to authorities brought back the ‘Inspector Raj.’ Tax terrorism has crushed the animal spirits of our entrepreneurs.
100,"Together, these moves have destroyed the lives and livelihoods of farmers, traders, small business owners and work- ers in the unorganised sector."
101,Congress will ensure that the excesses and mistakes of the past 5 years are reversed.
102,We will usher in an economy that works for all and we will ensure that no one is left behind.
103,We have delivered before.
104,We will do it again!
105,Do we choose inclusion or exclusion?
106,Do we choose prosperity for all or wealth for a few?
107,Do we choose results or jumlas?
108,Do we choose justice or injustice?
109,"6 The Choice Before You / 7 / 7 Inspired by the slogan ‘Jai Jawan, Jai Kisan,’ the Congress government led India to victory in the 1965 war with Pakistan."
110,"In 1971, we decisively defeated Pakistan and liberated Bangladesh."
111,"We crushed secessionist forces, healed differ- ences, and ensured the unity and integration of our people."
112,"Congress leaders Mahatma Gandhi, Smt."
113,"Indira Gandhi, Shri Rajiv Gandhi and Shri Beant Singh made the ultimate sacrifice for India."
114,"On the other hand, the BJP Government’s policies have been based on the whim of one man, sidelining the Ministry of Ex- ternal Affairs and the entire diplomatic corps."
115,"The BJP Govern- ment is solely responsible for cancelling the gains made under the UPA years, the widening of fault lines, the total alienation of the people of Jammu & Kashmir, and a worsening of the security situation in that State."
116,Pseudo-nationalism is on the rise and the success of the armed forces is politicised.
117,"The BJP Government’s political boasts have come even as the defence budget, as a percentage of GDP, has been reduced to its lowest levels in 50 years."
118,"The Congress will once again restore the pride of our armed forces, insulate them from politics, entrust the conduct of foreign policy to professional diplomats and strengthen India’s hard power."
119,We have delivered before.
120,We will do it again!
121,"8 The Choice Before You / 9 / 9 Detailed Plan of Action Kaam— Employment and Growth Our pledge is jobs, jobs, jobs."
122,"Congress will fill all 4 lakh Central Government and institutional vacancies before March 2020, create an estimated 10 lakh seva mitra positions in every gram panchayat and urban local body, launch a ‘Water Bodies Restoration Mission’ and ‘Wasteland Regeneration Mission’ to create 1 crore jobs, exempt new businesses from applicable laws and regulations (except Minimum Wages Act and tax laws) for a period of 3 years, encourage State Governments to fill their vacancies, reward businesses for job creation, provide businesses with fiscal incentives for employing more women, and require businesses with over 100 employees to start an apprenticeship programme."
123,10 10 11 / 11 01 Jobs Unemployment is the gravest challenge to the country and job creation is the highest priority for the economy.
124,"In the last 5 years, there has been a dramatic rise in unemployment."
125,"Today, unemployment is touching a 45-year high of 6.1 per cent according to the government’s own figures."
126,The Centre for Monitoring Indian Economy puts the number at 7.2 per cent.
127,"At the end of this February, 3.1 crore people were actively looking for jobs."
128,"Data indicates that total employment has declined, the labour participation rate has declined and existing jobs have been destroyed."
129,"Every section of society has been affected by growing unemployment and the destruction of existing jobs: youth, families, women, small business persons, traders, farmers, daily-wage workers and agricultural labourers."
130,Congress pledges to give the highest priority to protecting existing jobs and creating new jobs.
131,"In order to underline the link between the growth of the industry and services sectors and rapid cre- ation of jobs, Congress will create a new Ministry of Industry, Services and Employment."
132,"All of the 4 lakh vacancies as on 1 April 2019 in the Central Government, Central Public Sector Enterprises, Judiciary and Parliament will be filled before the end of March 2020."
133,"As a condition for devolution of funds to the healthcare and educa- tion sectors and to Panchayats and Municipalities, Congress will request State Governments to fill all vacancies, estimated at 20 lakh, in the 2 sectors and in local bodies."
134,We will work with State Governments to create new Seva Mitra positions (estimated at 10 lakh) in every Gram Panchayat and every Urban Local Body to ensure the effective delivery of govern- ment services to citizens.
135,Application fees for government examinations and government posts will be abolished.
136,"Congress pledges to create lakhs of new jobs for qualified teachers, doctors, nurses, paramedics, technicians, instructors and administrators through a massive expansion of the education and health sectors."
137,"Para-state workers such as Anganwadi workers, ASHA workers, rozgarsahayaks, preraks, and anude- shaks, form the backbone of the public service delivery system."
138,We will increase funding for the relevant programmes and work with State Govern- ments to ensure that all arrears are paid imme- diately.
139,We will also work with State Governments and attempt to address all pending contentious issues regarding their salaries and work conditions.
140,"In addition, we will expand the ASHA programme and appoint a second ASHA worker in all villages with a population exceeding 2500 persons."
141,"We will trigger rapid growth of the manufac- turing sector, particularly of MSMEs, through the provision of world-class infrastructure in industrial hubs and cluster towns in order to aid the expan- sion of current units and the creation of new units."
142,MSMEs account for 90 per cent of all employment outside agriculture.
143,The definition of MSMEs based on capital employed is biased against labour.
144,Congress will link the definition of MSME to employment.
145,"A business employing 10 persons or less will be ‘micro;’ between 11 and 100 will be ‘small;’ and between 101 and 500 will be ‘medium.’ We will create an Enterprise Support Agency to help entrepreneurs, including start-ups, with all-round business support including counselling, incubation, access to technology, funding, domestic and export markets, and the creation of new prod- ucts, services and intellectual property."
146,We promise regulatory forbearance for Micro and Small Enterprises.
147,"They will be exempt from all applicable laws and regulations (except the Minimum Wages Act and tax laws) for a period of 3 years from 1 April 2019 or, in the case of new businesses, the date of commencement of business."
148,This means freedom from ‘Inspector Raj’ until they stabilise.
149,Congress will promote ‘Mass Entrepreneurship’ and support entrepreneurs to replicate tried and tested models of businesses in order to meet the growing demand for such goods and services.
150,"The main job-creating sectors are construction, textiles, leather, gems & jewellery, entertainment, tourism and retail businesses."
151,We will reward businesses that create new jobs by lowering the effective direct tax rates and by lowering contributions to the CSR fund.
152,We will provide fiscal incentives to businesses that employ a certain percentage of women.
153,Exports create jobs.
154,We will reward export- oriented industries through tax rebates and incentives.
155,Tourism creates jobs.
156,"Congress promises an ade- quately capitalised Tourism Development Bank to provide low-cost, long-term funds for invest- ment in tourism-related businesses."
157,We will also offer lower rates of corporate and personal income tax on tourism-related business income.
158,We recognise the need to create lakhs of low- skilled jobs in order to absorb young men and women who have completed only a few years in school.
159,Congress will launch 2 major programmes to be implemented through Gram Sabhas and urban local bodies that will create 1 crore jobs: a.
160,Repair and restoration of water bodies (‘Water Bodies Restoration Mission’); and b. Regeneration and afforestation of wasteland and degraded land (‘Wasteland Regeneration Mission’).
161,"Congress will require businesses employing 100 persons or more to start an apprenticeship programme, impart skills, pay a stipend, and employ from among the trained apprentices whenever a job is created or becomes vacant in that business."
162,"We will amend The Companies (Corporate Social Responsibility Policy) Rules, 2014 to include ‘Apprenticeship’ as an additional activity."
163,We will identify new kinds of jobs that will emerge with the advent of new technologies and will offer opportunities to youth to acquire the skill-sets necessary for these jobs.
164,02 Industry Congress initiated liberalisation in 1991 with a new Industrial Policy.
165,"Taking note of the changes in the global economy and the Indian economy, Congress promises another radical, forward-looking Industrial Policy."
166,The BJP Government mouths empty slogans.
167,Its record is dismal in terms of the growth rate of Industry sector GVA and gross capital formation in the Industry sector.
168,Congress promises to reverse these disappointing trends.
169,Congress promises to increase the share of India’s manufacturing sector from the current level of 16 per cent of GDP to 25 per cent within a period of 5 years and to make India a manufac- turing hub for the world.
170,Congress believes that anything that can be made in another country can be made in India.
171,"Congress promises that it will adopt policies, formulate rules, levy taxes and reward entrepreneurship that will make India a renowned centre of manufacturing."
172,Congress will work with State Governments to set up New Industrial Towns with the required infra- structure and turn them into manufacturing hubs for a variety of industrial products.
173,"We will announce policies that will help India retain its leading position in the manufacture of engineering goods, petroleum products, gems & jewellery, drugs & pharmaceuticals, garments & textiles and chemicals."
174,"We will announce policies that will help India gain a leadership position in steel, metals, cement, machinery, electronic goods, computer hardware, automobiles etc."
175,"Congress will announce a ‘Make for the World’ policy under which foreign and Indian companies will be invited to invest in ‘Exclusive Export-only Zones’, manufacture and export their entire pro- duction, pay no indirect taxes and pay a low rate of corporate tax."
176,"As the UPA did from 2004 to 2014, we will make a determined effort to revive stalled projects and bring locked-up capital to use and generate employment."
177,We will promote the manufacture and export of India’s traditional products like handloom prod- ucts and handicrafts that employ lakhs of persons.
178,"Congress will acquire patents, create a patent pool and make advanced technologies available to small and medium businesses."
179,Controls have crept into the system in the name of regulations.
180,"Congress promises to do a quick review of the rules and regulations made by the BJP Government in the last 5 years and repeal as many of them as are necessary to free industry and business from the ‘Control Raj.’ In the last 5 years, tax authorities have been given extraordinary discretionary powers that have throttled industry and come to be described as ‘tax terrorism.’ Investigative agencies have mis- interpreted the laws and have instilled fear among businesspersons."
181,Congress will review these discretionary powers and arbitrary actions and take steps to allow industry and business to function with a large degree of freedom.
182,12 Kaam– Employment and Growth / 13 / 13 03 Infrastructure A basic weakness of the Indian economy has been infrastructure.
183,"Flawed design, inefficient execution, insufficient capacity and poor maintenance of infrastructure have dragged India’s growth rate down."
184,"Congress promises to address these deficiencies with a combination of planning, technology, quality and accountability."
185,"All available models and instrumentalities will be used to build infrastructure—public sector, private sector and public-private partnership."
186,"Roads, railway and electricity are among vital infrastructure."
187,They are also crucial public goods.
188,Congress promises to augment the total length of national highways and increase the pace of construction.
189,"The focus will be on improved design and quality, maintenance and accountability."
190,Congress promises to massively modernise all outdated railway infrastructure.
191,New projects will be implemented in accordance with the best international standards of design and quality.
192,Road construction and railways can be built using private capital and capacity.
193,"Congress will use sector-specific, tried and tested PPP models to increase the supply of these vital public goods."
194,"Congress promises to review, re-formulate and implement the policy on spectrum and on ex- ploration and extraction of natural resources."
195,"The policy will address issues of allocation, capital investment, enhanced production, transparency, efficiency, risk-reward concerns, environmental sus- tainability, inter-generational equity, accountability, competition and appropriate sectoral regulation."
196,We will formulate a policy on Clean Energy in existing power plants that use fossil fuels and pro- mote Green Energy to enhance the share of solar and wind energy in the total supply of energy.
197,"Congress promises to enhance availability of, and access to, electricity in rural areas by encour- aging investment in off-grid renewable power generation with ownership and revenues vesting in local bodies."
198,Every village and every home will be electrified in the true sense.
199,"In the long term, we aim to substitute LPG used in homes by electricity and solar energy."
200,"04 Cities, Urbanisation and Urban Policy India is fast urbanising."
201,Nearly 34 per cent of our population lives in towns and cities and the number is growing.
202,"As in the rest of the world, India’s cities can become engines of growth."
203,"The Smart Cities Mission of the BJP government, which replaced the successful JNNURM, was a colossal failure and a waste of money with no visible results."
204,Congress promises to formulate a comprehensive policy on Urbanisation after wide consultation.
205,"We will address the issues concerning towns and cities including city governance, livelihoods, housing, habitat, pollution, climate change, urban transport and disaster management."
206,Congress will support State Governments to build new towns and cities as well as satellite towns.
207,"Congress will introduce a new model of governance for towns and cities through a directly elected mayor with a fixed term of 5 years, an elected Council and a separate administrative structure for each urban body."
208,The administration will be ac- countable to the Mayor and the Council and there will be a provision to recruit technical experts and build capacity as well as multi-disciplinary teams to do urban planning and implement municipal works.
209,"We will enforce the 74th Amendment to the Constitution and ensure the devolution of powers, functions and funds to the Municipalities and Cor- porations, making them financially independent."
210,Congress promises the Right to Housing for the urban poor and protection from arbitrary eviction.
211,We will build night shelters for the homeless so that no one will sleep in the open.
212,"Congress will launch a Slum Upgradation and Transformation Scheme to ensure basic services such as drinking water, electricity and sanitation to slum dwellers."
213,"Slums will be transformed by replacing huts and kuchha dwellings with proper houses, roads and other public facilities."
214,"Public spaces, public transport, public premises and other public facilities in towns and cities will be made safe for women, children, persons with disabilities, migrants and marginalised sections of society."
215,More women will be appointed to govern- ment and municipal jobs in towns and cities.
216,"Congress promises to formulate and implement a policy on urban transport with emphasis on met- ro rail, suburban rail, electric vehicles, public bus transport, hired vehicles and shared vehicles."
217,"We will encourage non-motorised transport, namely, walking and cycling."
218,"05 Rural Development Congress promises to enhance infrastructure in rural areas and improve the quality of public goods such as roads, bridges, water supply, sanitation, electricity and schools."
219,"In order to fill the gaps in sector-specific schemes as well correct any unintended bias, we will empower Panchayats and Municipalities to design and execute infrastructure projects."
220,Congress promises to establish a non-lapsable Rural Infrastructure Fund that will provide loans and grants to specific infrastructure projects undertaken by Panchayats and Municipalities.
221,"We will launch MGNREGA 3.0 to address issues of water security, soil quality and similar issues that aggravate farmers’ distress."
222,"To this end, we will: a."
223,Increase the guaranteed days of employment up to 150 days in cases where 100 days have been achieved in a block/district; b.
224,"Use MGNREGA labour in the Waterbodies Resto- ration Mission and the Wasteland Regeneration Mission; and c. Use MGNREGA funds to build public assets such as primary health centres, classrooms, libraries etc."
225,Congress promises to connect all villages and habitations with a population of 250 with a road under the Pradhan Mantri Gram Sadak Yojana.
226,Broadband connectivity will be provided to all village Panchayats by the year 2021.
227,The allocation to the National Drinking Water Mission that has suffered neglect under the BJP government will be increased.
228,We will pass the Right to Homestead Act to provide a homestead for every household that does not own a home or own land on which a house may be built.
229,06 Informal and Unorganised Sector Congress promises a fair deal for the crores of workers and the self-employed who toil every day in the unorganised and informal sector.
230,We will encourage and support micro and Congress promises to establish Aajeevika small enterprises that collectivise unorganised sector workers including waste pickers and scrap collectors.
231,Congress will ensure that notified minimum wag- es are paid to workers in the unorganised sector.
232,Congress will ratify ILO Convention 87 (Freedom of Association) and ILO Convention 98 (Right to Organise and Collective Bargaining).
233,Kendras (Livelihood Centres) in all major cities and towns where a migrant worker may register himself/herself in order to: a.
234,Access government services; b.
235,"Access basic healthcare; c. Access crèches and schools for his or her children; d. Access skill development and training The Street Vendors (Protection of Livelihood and centres; and Regulation of Street Vending) Act, 2014 will be implemented in letter and spirit."
236,Congress will guarantee portability for the ration card possessed by a migrant worker and right to access ration articles at the place of work.
237,e. Access legal services.
238,"14 Kaam– Employment and Growth / 15 / 15 Daam— An Economy That Works For All To ensure that no Indian is left behind, Congress will provide a Minimum Income Support Programme (MISP) or Nyuntam Aay Yojana (NYAY) under which ₹ 72,000 a year will be transferred to the poorest 20 per cent families in India."
239,"We will provide special respite to farmers and farm workers, not just through “Karz Maafi” or a loan waiver but by setting farmers on the path to “Karz Mukti,” or Freedom from Indebtedness."
240,"07 Agriculture, Farmers and Farm Labour Many years ago, Jawaharlal Nehru said, ‘Everything can wait but not agriculture.’ In the last 5 years, under the BJP Government, the agriculture sector has been driven into deep crisis."
241,"Adequate MSP was denied for 4 years; the procurement machinery was non-existent or weak; debt of farmers mounted; prices of inputs increased steadily; credit was inadequate; demonetisation devastated the cash-based agricultural economy; co-operative credit societies and apex co-operative banks were denied the right to convert their deposits, thereby choking co-operative credit to the farmer; the terms of trade moved decisively against agriculture; the crop insurance scheme robbed the farmer and enriched the insurance companies; and with little or no support from the government farmers and farm labourers were left to fend for themselves."
242,Congress has heard the cry of anguish of farmers and feels the pain of their acute distress.
243,"Immediately after forming the governments in Congress promises to work with State Governments Chhattisgarh, Madhya Pradesh and Rajasthan, as promised, the 3 Congress Governments waived the loans of farmers."
244,Congress promises to waive the outstanding farm loans in other States as well.
245,We will not stop with just providing “Karz Maafi” or a loan waiver.
246,"Through a combination of remu- nerative prices, lower input costs, and assured access to institutional credit, we will set our Kisans on the path to “Karz Mukti,” or Freedom from Indebtedness."
247,Debt is a civil liability and we will not allow criminal proceedings to be instituted against a farmer who is unable to pay his/her debt.
248,"In order to ensure priority to the issues affecting the agriculture sector, we will present a separate “Kisan Budget.” Congress promises to establish a permanent National Commission on Agricultural Devel- opment and Planning consisting of farmers, agricultural scientists and agricultural economists to examine and advise the government on how to make agriculture viable, competitive and remuner- ative."
249,The recommendations of the Commission shall be ordinarily binding on the government.
250,The Commission will subsume the existing Commission for Agricultural Costs and Prices and recommend appropriate minimum support prices.
251,"Congress also promises to establish a Commission on Marginal Farmers and Agricultural Labour to advise on policies and programmes that will help them earn income from higher wages and from non-crop based agriculture such as horticul- ture and floriculture, dairying and poultry."
252,We will completely re-design the BJP government’s failed Fasal Bima Yojana (Crop Insurance Scheme) that has only enriched the insurance companies at the cost of the farmers.
253,"We will direct insurance companies to offer crop insurance and charge premiums on the principle of ‘no profit, no loss.’ to digitise land ownership and land tenancy records and, in particular, recognise ownership and tenancy rights of women farmers and ensure women get the benefits of agriculture- related schemes."
254,"Congress will promote Farmer Producer Compa- nies/Organisations to enable farmers to access inputs, technology and markets."
255,"We will review the prices of agricultural inputs, extend subsidies where necessary, and establish facilities to hire farm machinery."
256,Congress will repeal the Agricultural Produce Market Committees Act and make trade in agricultural produce—including exports and inter-state trade—free from all restrictions.
257,We will establish farmers’ markets with adequate infrastructure and support in large villages and small towns to enable the farmer to bring his/her produce and freely market the same.
258,Congress will formulate a policy on export and import of agricultural products that will support farmers and Farmer Producer Companies/Organisa- tions and enhance their income.
259,"Congress promises to formulate a policy to enable the construction of modern warehouses, cold storage and food processing facilities in every block of the country."
260,"We will revive, strengthen and improve the old system of ‘Agricultural Extension Services’ and bring the best knowledge and best practices to every agricultural holding in the country."
261,"Congress will encourage farmers to diversify into the production of local varieties of millets and pulses that can be procured for the PDS, Mid-Day Meals Scheme and the ICDS programme."
262,"Congress promises a major programme to promote horticulture, pisciculture and sericulture for diversification and greater income for farmers."
263,We will launch a national project to double the value of production in 5 years in dairying and poultry.
264,"16 16 Daam—An Economy That Works For All / 17 / 17 Congress will promote organic farming, encour- age farmers to use mixed fertilizers and pesticides, support verification of organic products, and help them secure better prices for organic products."
265,"Congress promises to double the funding in 5 years for teaching, R&D, agriculture-related pure sciences and applied science and technol- ogy in the agricultural sector."
266,We will establish a College of Agriculture and a College of Veterinary Sciences in every district of the country.
267,"Congress promises that the distortions that have crept into the text and the implementation of the Land Acquisition, Rehabilitation and Reset- tlement Act, 2013 and the Forest Rights Act, 2006 will be removed and the original purposes of the Acts restored and enforced."
268,"The Essential Commodities Act, 1955 belongs to the age of controls."
269,Congress promises to replace the Act by an enabling law that can be invoked only in the case of emergencies.
270,"Building on past experience, Congress will re-design MGNREGA and provide for: a."
271,Increasing the guaranteed days of employment up to 150 days in cases where 100 days have been achieved in a block/district; b.
272,"Use of labour in the Waterbodies Restoration and the Wasteland Regeneration Missions; c. Building village-level assets such as primary health centres, classrooms, libraries etc."
273,08 Economic Policy India is a developing country aspiring to be a middle-income country by the year 2030.
274,Wealth creation and the welfare of our people are our 2 principal goals.
275,"Congress economic philosophy is based on embracing the idea of an open and liberal market economy, creation of wealth, sustainable development, reduction of inequalities and assurance of welfare of all sections of the people."
276,Such growth will be driven by the private sector and a viable public sector and underpinned by a robust system of social security.
277,Our economy is still over-regulated.
278,Structural problems remain.
279,Government control and bureaucratic interference are aplenty.
280,Regulators have morphed into controllers.
281,There is growing interference by the courts in economic policies.
282,The BJP Government has reversed the clock of reforms.
283,"Congress promises to undo these distortions and restore an open, liberal market economy."
284,18 Fiscal stability is the starting point.
285,Congress promises to reverse the BJP Government’s fiddling with the target of fiscal deficit.
286,Congress promis- es to achieve the target of 3 per cent of GDP by 2020-21 and remain under that limit.
287,"The revenue deficit will be contained, as far as possible, under 1 per cent of GDP."
288,Off-Budget and extra-Budget borrowings will be faithfully reported with the jus- tification for such debt and the means of servicing and repaying such debt.
289,Monetary policy is the province of the Reserve Bank of India.
290,Congress promises to reverse the unwarranted and illegal interference by the BJP government into the functioning of the RBI.
291,"Congress will respect the autonomy of the RBI in matters reserved to the RBI under the Reserve Bank of India Act, 1939, including the formulation of monetary policy."
292,"However, the Governor shall pe- riodically render an account to a committee of Par- liament."
293,Congress promises that the government will work closely with the RBI to ensure that fiscal policy and monetary policy are aligned to achieve the common goal of growth with price stability.
294,Sustained economic growth is the path toward creating wealth.
295,"Millions of people produce goods and services and they must have a large degree of freedom, unfettered by excessive regulations."
296,"Congress will provide a conducive policy climate that will recognise the contributions of the pri- vate sector and the public sector, promote entre- preneurship, encourage innovation, and employ advanced technology and reward risk-taking."
297,We are the party that first declared the criticality of high and sustained economic growth mea- sured by GDP.
298,Congress reiterates its firm belief in a high rate of growth of GDP.
299,"Hence, the 4 drivers of economic growth are important and the Con- gress wishes to state its position on each of these: a."
