,0
28,"It is rhe Congress that abolished ramindan and ushered in land reforms, [r is rhe Congress rhar launched the Green Revolution and engendered rhe White Revolution bringing new prosperity to our kisans and khet mazdoors and making Indi- the largest milk producerm the world."
29,1 h is the Congress that fought for and won India's freedom.
30,"It was the forebears of rhe R|P in the I I indu Mahasahha and the RSS rejected Mahatma ^ Hi 1111 S 4 Jill, kflTPTljKf Marengc” with he launched the Quit India Movement It is Congress leaders like t iandhiji, Indiraji and Rajivji who h; • a % sacrificed their lives in t he service c >1 thesounrt y."
31,"It is rhe ( iuigrvss that was a n d nurturing OF CONGRESS responsible for establishing parliamentary denim racy vs as the Congress that It made out Constitution possible, a national charter for radical hut peaceful rhe Congress • f ’ r m. f • - ^ ^ that spearheaded s,n.ial reforms to give dignity to re discriminated tor centimes."
32,It t t hose who preserves I m ilittv al unity ansi sow reign tv s>f India.
33,"|, ,f the ( ungrevs that t reated the public sector to 11 it) tea 11, tit sc 11 ul la and make it selt-adiant, to take it to new height* of technological progress, to It ts the Congress that promoted the scientific spirit ansi establishes!"
34,"the infrastructure and institutions that have made Irislia a major nuclear, spate and missile power, and a global lead Information Technology (IT)."
35,India could test its nuclear weapons in May 1998 only because of the foundations laitl by the i single v*.
36,Missiles like Agnt are the Congress.
37,Satellites like INSAT are rhs legacA of the Congress.
38,I itaWiifini* toaliin m<u >u J 111i unJ 11 Ms tmiiiuhs A fh.iU'y told* kite I • ^ - '■ t/u I dliu.)
39,o/ liu N'aium If is the Congress that launched extensive anti- development through grassroots democracy in our poverty and rural development programmes that villages and mohallas.
40,It is the Congress that have helped alleviate the distress of the most conceived and pushed through the Constitutional disadvantaged and deprived sections of our society and made a massive dent on rural poverty.
41,A nation which had two-thirds of its people under the poverty-- line at Independence is now a nation with two-thirds ot its population above the poverty line in the halt century since Independence.
42,The middle class of India is the proud creation amendments relating to Panchayati Raj and the Municipalities.
43,It is the Congress that introduced and enacted extensive labour legislation to give workers in the organised sector and contract labour fair and remunerative wages and job security.
44,It is the Congress that began the process of extending social security to the 93 per cent work force that subsists in the unorganized sector.
45,4_y It is the Congress that pioneered the revolution in higher and technical e^ iucation that has now rendered the Indian brain the most highly valued commodity in the world.
46,It that is th e C oneress V ' of the Congress.
47,"It is the Congress that empowered scheduled established the lITs, the IIMs and the RECs and that established the vast network of research laboratories."
48,"castes, scheduled tribes and other backward classes through reservations and through social welfare It is the Congress that launched liberalization Congress's economic reforms."
49,and economic development programmes for their policies that made India the world's fourth largest welfare and well-being.
50,economy by 1998.
51,"Congress, responding Gandhi's Gram Swaraj, Poorna Swaraj promoted grassroots there lire- live* in.iin reasons why the Congress remains unique among all political parties in India."
52,"l irM, the Congress is the only alUndia party in iIh- country, the only national political force with a presence in each and every region of this vast country."
53,"Whether in power or out, the Congress is n visilllc ar""-l tangible political force in villages, towns and cities all across India."
54,Lok Sahha remains its objective.
55,"Fifth, the Congress has always been a party of youth."
56,It respects age and seniority Inu youthful energy and dynamism has always been irs hallmark.
57,"In 1989, it was Rajiv (inndlu who reduced the voting age to Ii was Rajiv (> mdhi who declared Swami Viveka nand.i'* birth anniversary on January 12th as National Youth Day."
58,"It was also he who expanded Second, the Congress is the only political party that derives its strength and support from, and appeals to, each and every section oi our variegated society."
59,It is the only political party that ha?
60,provided for reservations in it.
61,"* organization lor scheduled castes s c h e d u I e d 11* i b e s, O B C s minorities and women."
62,"Third, the Congress is the onh party whose philosophy o governance is rooted ir democratic values, combining sustainable economic growth with social justice, and marrying economic liberalization to social liberalism."
63,"The Congress way is the way of dialogue, not discord."
64,the districts of the country.
65,"the network of Nehru Yuvak Kendras to cover all The Congress way is the way of accommodation, not acrimony The Congress has always been more a broad national movement than a mere political Fourth, the Congress is the only party whose party in the conventional sense of the term, philosophy of governance is based on a strong b°r US years, it has provided an unusually centre working purposefully with strong states broad platform for people from diverse social and with empowered local self-government backgrounds to come together in the service institutions."
66,"Rajniti Se Lok Niti, Gram Sahha Se of the country."
67,"The Congress embodies the idc; i ""t India like no other party does, sustained assault in the past few years."
68,"For the t 4 lor the Congress, Indian nationalism is all- inclusive and cosmopolitan, a nationalism that respect for aI1 rc,teions."
69,"It means equal draws creatively from every facet of India's rich opportunities for followers of all religions and no Congress, secularism means lull freedom and ^ w -»V/ I IUII17III tilt and variegated heritage, a nationalism that is not discrimination on the grounds of religion."
70,"Most ol all, it means firm opposition tocommunalistn of all kinds."
71,"narrow or bigoted but celebrates the ‘ "" contribution made to our composite culture by each of the religions of the land."
72,It is a nationalism that has an equal and dignified place The misuse of any religion to spread hate and discord in our society is communalism.
73,The WHY CONGRESS AGAIN?
74,misuse of religion to incite popular passions to ignite mutual antagonisms is communalism.
75,Most Indians are religious.
76,"At the same time, most Indians are respectful of other faiths."
77,"Most Indians want to live with all other Indians, whatever their religion, in harmony and goodwill."
78,But a handful of Indian-' have become self-appointed guardians of their own faiths.
79,It is they who seek to destroy social peace.
80,"It is they who want us to be prisoners of a distorted past, invented and misinterpreted by them to stoke envy and jealousy and hatred for everything Indian and for each and every Indian."
81,It is a nationalism that integrates India -- w emotionally.
82,"The BJP's “cultural nationalism"" is • ."
83,T VM U 1__I.
84,*_W • device for dividing Indians emotionally.
85,The Congress unites the Indian nation through consensus; the BJP divides the Indian nation through confrontation.
86,betvv een communities.
87,• • This is the real battleground for secularism It is more than a majority-minority issue.
88,It i actually a struggle between those who wish t< preserve the essence of all religions and thos who seek to deliberately distort that essence ti undermine our composite nationhood to The Congress is deeply concerned that unacceptable ideological reasons and partisai secularism has come under the most severe and electoral ends.
89,"growth, which characterised the 1992-97 growth lentiv.thclW ed Nl V\ government h; IN years a i perft irmance, • mavsivdv increased unc.npltiyniem by economic ix>ltcitss that have *,'l|mnVn l;,khsof wi>rkers cult ol employment in • iKiMi nny, tin- hatullooms sector, other non-farm i uralemployment and manufacturingnnd mining; ► to ensure the devolution of functions, ► lowered annual average growth over the last five years to much hel( nvsix percent, indeed as low as four percent in two of the five years, accompanied by wild swings in the pendulum ofgn>vvrh; caused acute for kisans and khef mazdoors, leading to an unprecedented number of kisan suicides across the country and growing functionaries and finances to the panchayats and municipalities, thus limiting tlu potc'ntial for employment genu at ion by elected local hehIics; ► caiisceI stagnation of investment and growth in small-scale and cottage industry and agriculture, which are the main sources of employment in the country; ► generated employment reduction schemes in government services and the public sector; THE B M 0 N (J ,\ destitution among kher mazdoors; ► mounted an ideological assault on the public sector, particularly profitable public enterprises which have been the single mostimportant avenue of t >rganized employment since Inde|\*ndence; • weakened national seeurity by not spending huge amounts of money running into thousands of crores of rupees allocated for modernization of our armed forces; • destabilized ;ind lovured growth rates, • damaged social harmony ► ending the steady rise in growth rates year after year, climaxing in nearly seven per cent annual ► by deliberately inciting a communal carnage in Gujarat; by glorifying violence ast against missionaries; fascist ^ enc°uraging viciously communal and organizations like the VHP/Bajrang Dal to government for its comiption and inefficiency and grossly misused theCBI; undermined the independence of our foreign pol school curricula by rewriting marginalisation of the United Nations, by not asserting India's position on world issues effectively spread hate; books autonomy of prestigious intellectual institutions by arul by constant flip-flops in our relations with o 11 loLlLLI Uinrr oit ~ * r . i ."
90,« .
91,TV 1 • .
92,ta ngaw ay their professional independence; Pakistan.
93,destroyed probity in administration by The Prime Minister has displayed a singular lack of /N D A’S TAL FAILURES consistency and clarity on major national issues.
94,"On every major national issue, he has indulged in doublespeak, whether it be Ayodhya and on the preservation of secularism; die carnage in Gujarat; relations widi Pakistan; negotiations with different groups in Jammu and Kashmir; encouraging corruption and fomenting scams in defence, telecom, DDA, allotment of petrol pumps, and links widi the RSS."
95,stock markets and UTI; denigrated key institutions democracy reports The Deputy Prime Minister and Home Minister took notwithstanding his being arraignec court of law and die Liberhan Commission for his role in the demolirion of the Babri Masjid.
96,He has presided over shocking security' lapses in the nadon's capital and elsewhere.
97,"Four years ago, he grandly announced diat he would come out with a White Paper on 1SI Activities in India."
98,V- L - .
99,• [V » * N • .m- t * • Cl at?
100,"""jw."
101,>7^ i M r Uqc been in office.
102,"It is this lack of government has U _ klli|rL,,nof lnvebUHciiL v-iwi.- , i. foreign exchange reserves and that has rest, ted in the interest ratesboth factors identified by the Bjr as its “achievements”."
103,"Moreover, low interest rates have benefited borrowers but have enormously hurt [IK -- who haveseen their valuable savings dwindle in value."
104,depo: The BJP claims that its highway development ^ ^ ^ A III I ___ — « a Home Ministry anc fixed die Deputy Prime Minister keep on chanting dieir firm resolve menace of terrorism at all costs resolve that is completely hollow.
105,"The External Affairs Minister personally escorted three hard-core terrorists to wanton killings of innocent men, MONU Afgha These women and children in J&K."
106,"Recently, former head of Pakistan admitted that die terrorist escorted by Shri Jaswant Singh to Kandahar masterminded attack on The BJP is going to die polls on a so-called 1 (1C L V7 1 # A 1 * This is bogus."
107,"The reality Bihari Vajpayee, the average annual rate of economic growth (NHAI) is unprecedented."
108,The NHAI Congress government in 1995.
109,Most of the plans had been finalized before the Congress demitted office.
110,All that the BJP-led NDA government has done is turn the national highways already built by the express was highways.
111,"Moreover, the new highways being built power."
112,The rate ofboth public and private investment has declined over die period diat the BJP-led NDA are not free; they can be used only after payment.
113,Congress j during 1950-90 were all free and anybody could use them.
114,boycotted by the Opposition for this gross impropriety.
115,"It was during the term of the BJP-led NDA The BJP and its cohorts orchestrated the lunrific government that the stock market and UT1 scams communal carnage in Gujarat after the tragic events took place, as detailed by the Joint Parliamentary Committee that has fixed the eighteen months commencing from the swearing in of the NDA government in October 1999 as the period of the scams."
116,The scams wiped out the hard-earned savings at Godhra.
117,The RSS is indicted in most commissions of inquiry' into communal riots.
118,The Supreme Court has pulled up the Gujarat government refreatedly for its complicity in the communal carnage of2001.
119,"On this count alone, the people of India must reject the BJP /NDAs TAL The BJP has fostered corruption to an unprecedented degree with scams after scams being revealed."
120,"On this coimt too, the people ofhulia must reject the BJP The BJPs economic policies have sharpened the divide between the rich and the poor, between the fortunate feiv and the disadvantaged many, between of crores of middle class families, senor citizens, nfraj caK[ urbcm India, between different regions of 5 and widows."
121,The epicentre of the scams pensioners lay in cooperative banks based in die constituencies of the PrimeMinisterand the Deputy PnmeMmister.
122,the coiartry.
123,"On this count also, the people of India must rejecttheBJP."
124,A video film showed die BJP President and other NDA leaders taking bribes.
125,The Defence Minister expose • > would not return till his name was cleared rejoined office while the enquiry was on and has been The BJP is using the NDA as a mask.
126,"Hiding behind the faqade of the NDA, the BJP is misleading the hange with Continuity Congress policies have always been anchored in a vision of an economically prosperous, socially jush politically united and culturally harmonious India."
127,These policies have never been reduced by lote to a mindless doctrine or empty dogma or simplistic mantra.
128,The Congress has always created space for change.
129,It has always been pragmatic.
130,It has always been ready to respond to new challenges.
131,"In consequence, steadfastness to basic principles has never impeded responsiveness to new requirements."
132,"The 1950s needed land reforms, community development, the public sector and the building of agricultural, industrial, irrigation, educational, scientific and other infrastructure."
133,The Congress ensured that this happened.
134,"The 1960s and 1970s needed a direct attack on poverty, a whole new approach to agricultural The 1980s needed renewed emphasis on science and technology to solve the problems of the people, and the modernization of industry to ready India to meet the new challenges of the 21st century."
135,"It also required India to be ushered into the electronics, computers and telecommunications age in a significant way."
136,The Congress ensured that this happened.
137,"THE CONG PRIORITI growth and rural employment, the exploration The 1990s needed bolder economic reforms and and exploitation of domestic sources of oil, and liberalization and a much larger role tor the the nationalization of banks to meet the private sector to accelerate growth and promote requirements of not just big business houses but India's integration into a rapidly-changing world also give priority to farmers, weavers, cottage economic system."
138,"A redefinition of the role of industries and small industries and traders, as government in economic development, also to fulfill social needs and aspirations."
139,The including Constitutionally-sanctioned Congress ensured that all this happened.
140,Panchayati Raj Institutions and municipalities to function as units ot local self-government was also THROUGHOUT THE COUNTRY.
141,THERE needed.
142,The Congress ensured that happened.
143,this WILL BE NO COMPROMISE ON THIS.
144,"Six Basics The Congress makes a solemn commitment to the people of India: to restore peace among all of The Congress’s six basics for governance: its peoples, to strengthen the secular order Samaiik Sadbhavna, to ensure social cohesion through emphasis on social harmony, cultural an^ harmony by taking the strictest possible action against those who promote bigotry and PARTY'S PLANS J pluralism and respect for the rule of law, and to ensure a bright and secure economic future for every family in our country."
145,"THE LAW OF THE LAND WILL BE ENFORCED WITHOUT FEAR OR hatred; Yuva Rozgar, to accelerate growth of productive and secure employment opportunities increase by around one crore a year and ensure that each family has at least one job; Grameen Vikas, to improve the income and welfare of kisans and khet mazdoors across the country; Arthik Navotthan to unleash the creative energies of our professionals and entrepreneurs, the cutting edge of our middle class; Mahila Sashaktikaran, to provide for the political empowerment and full educational, economic and legal equality for women; Saman Avsar, to provide for equality of opportunity in every way for dalits, adivasis, OBCs and religious and linguistic minorities."
146,that social harmony These six priorities constitute the foundation ol AND COHESION IS MAINTAINED all policies of the Congress.
147,"/ L Aadmi Ke Saath I; 3 I The Congress has consistently maintained that liberalisation and globalisation can be meaningful only it they are aimed at locaUevel economic and social transformation that directly benefits the poor in rural and urban India, bringing prosperity to the 6 lakh-odd villages of India and improving the living conditions of the urban poor."
148,The Congress will broaden and deepen economic reforms.
149,"The overriding objective will be to attain and sustain year after year a 8T0% rate of economic growth and to spread this growth over all sectors, particularly agriculture and industry."
150,An annual growth rate of less than 4-4.5% in agriculture and 10% in industry is simply unacceptable.
151,Rozgar The priority requirement for accelerated employment generation is to revive economic growth and sustain it across the country at between 8-10% per year for u'ell over a decade.
152,This will be the Congress's overall objective.
153,Faster and broad-based economic growth is an essential pre-requisite for accelerating employment generation.
154,The Congress will also adopt policies to expand employment in the in the last five years.
155,Fiscal incentives to promote employment-intensive growth will be introduced.
156,Continued growth in agriculture will create new employment opportunities.
157,"This is particularly so in the central, eastern and northeastern regions of the country which have still to realize their full agricultural potential."
158,"New jobs will also THE CON PRIORITI be created in other areas of rural development like horticulture, aquaculture, afforestation, dairying and agro-processing."
159,"These need and will be provided new investment, credit, marketing and technology' inputs."
160,"A stable long¬ term export policy for agricultural products and organized sector, which has fallen precipitously commodities will be announced."
161,"The Congress will revamp the functioning ot the textiles, handicrafts, gems and jewelry, leather, Khatli and Village Industries Commission software, engineering and consumer goods will (KV1C) so as to make it a modern, research-based, also significantly boost employment."
162,"The textile technology- driven, c u s t o m e r- to c u s s e d industry will receive special focus in view of the organization."
163,"New programmes for the increased competition in world markets from modernization ot the coir industry, handlooms, January 2005 as mandated by the WTO."
164,"powerlooms, handicrafts, food processing, sericulture, wool development, leather, pottery, RE S S PARTY S ES, PLANS etcM will be launched."
165,A national Employment Guarantee Act will be enacted immediately.
166,"This will provide a legal guarantee for at least 100 days of employment on asset-creating public works programmes every year at minimum wage, for every rural household."
167,"The concerns of small-scale industry like shortage of working capital, lack of technology and marketing, delayed payments, harassment by inspectors will be addressed expeditiously."
168,A cluster approach to the development of small- scale industry will be adopted.
169,"Along with vastly expanded credit facilities for self-employment, the services industry will be given all support to fulfill its true employment potential."
170,"This includes not just software and IT-enabled services, not just trade, distribution and transport, not just financial and telecommunications services but also tourism."
171,al infrastructural facilities for substanti expanding international and domestic tourism will be created.
172,Reforms of laws and regulations that stand in the way of growth of the services industry will be undertaken.
173,"The Congress will also establish a National Commission to monitor the functioning of A greater thrust on labour-intensive exports of enterprises in the informal sector, the problems they face in access to technology, credit and markets and recommend corrective measures on also expand substantially."
174,Immediate steps will be¬ taken to ease the burden of debt and high interest an on-going basis.
175,rates on farm loans.
176,"To enhance the employability of our youth, A time-hound programme for restoring all public systematic efforts will be made to vocationaiise tubewells to good working condition wherever secondary education and to establish at least one required will be started."
177,The pace of construction industrial training institute in each development of new irrigation wells in the poorer districts of block of the country through creative public- private partnerships.
178,The employment exchange machinery will be revamped to provide a closer linkage between demand and supply for labour.
179,"As an indicator of how seriously the Congress takes its commitment to employment growth, an annual Rozgar Report to the Nation will be prepared and released on May Kisans and Khet Mazdoors The Congress will pursue an Agriculture First strategy in resource allocation."
180,Public investment in agriculture will be stepped up substantially with focus in the backward and poor regions.
181,"This will cover irrigation, electrification, godowns, marketing, research and extension."
182,The entire rural credit system based on cooperatives will be restored to health.
183,The flow of agricultural credit would be doubled in the next three years and the coverage of small and marginal farmers by institutional lending will the country will be accelerated.
184,A special technology and extension programme lor dryland farming will be introduced.
185,An intensive agricultural development programme lor the 100-odd districts in the arid and semi-arid legions of rhe country will be put in place.
186,Watershed development projects will be promoted on a large-scale and the wasteland development programme lying dormant these past few years will be revived.
187,"The agro-processing industry and other agriculture-related activities like dairying, aquaculture, fisheries, horticulture, sericulture will be encouraged through fresh investment, RE S S PARTY’S ES, PLANS Farmers all over the country will receive (air and remunerative prices and government agencies entrusted with the responsibility for procurement and marketing will pay special attention t<> farmers in poor and backward states and distrii ts."
188,"While farm insurance schemes for both crops and cattle will be implemented, the Congress will als< > ricultural examine the feasibility of an Ag Stabilisation Fund involving a system of direct support or income support to farmers part icularly in the ecologically vulnerable regions of the country."
189,Controls on the free movement of farm commodities and processing of agricultural products and regulations that depress the incomes of farmers will be systematically removed.
190,Farmers will be given greater say in the organizations that supply inputs to them.
191,The Congress will ensure the fullest implementation of minimum wage laws for farm technology and marketing resources.
192,A renewed labour.
193,Comprehensive protective legislation will emphasis will be placed on wasteland be enacted tor all agricultural workers.
194,It will development and afforestation.
195,"redouble its efforts to distribute surplus While the terms of trade will always he maintained in favour of agriculture, simultaneously steps will be taken to ensure that profitability in agriculture is also increased."
196,productive land to the landless.
197,It will also modernize the revenue administration at the local level and start a major national programme to record all titles to land and keep them up-to-date.
198,"Like it did tor panchayats, the Congress will bring toward a Constitutional amendment to ensure the democratic, autonomous and professional functioning ot all cooperatives."
199,Women and Children The Congress pledges to press tor the Constitutional Amendment to reserve one-third of seats in the Lok Sabha and in Vidhan Sabhas for women.
200,"It will launch a movement tor the effective implementation ot social legislation such as tor minimum age at marriage, anti-dowry, curbing atrocities on women, anti-sati, widow welfare, etc."
201,as well as for minimum w %es ^ ^ women's welfare.
202,Stern measures will be taken to ensure the elimination ot female foeticide and infanticide.
203,Marriage registration will be made mandatory.
204,3Q% cf aH funds flowing into panchayats and nagarpalikas will be earmarked for programmes relating to the development ot women and children and focus on the special needs ot female a<-Ticu'rural labour and women cultivators.
205,"YtUace women and their associations will be health, nutrition, biogas, maintenance of water pumps and borewells and farm forestry."
206,"Complete legal equality for women in all spheres will be made a practical reality, especially by removing discriminatory legislation, by giving them equal share in matrimonial property, by protecting their rights to matrimonial homes and THE CONG PRIORITI AND PRO ’streedhan', by giving them equal rights of ownership of assets like houses and land, etc."
207,All states will be encouraged to set up family courts at the earliest.
208,"empowered to assume responsibility tor all There will be a major expansion in schemes for development schemes relating to drinking water micro-finance based on self-help groups, supply, sanitation, primary education and especially for tribal women, women belonging to * IIM-Ahmedabad scheduled ca^es, women below the poverty line, 4 • rural women and women in distress, and particularly in the backw sensitive regions and actively encourage the functioning of producer and marketing cooperatives."
209,"Some states of India, particularly in the South, have RESS PARTY S PLANS 1 ecologically mounted in the 150odd districts that still have .x I I must become a movement of civil society as well."
210,A sharply targeted mobilization effort will be unacceptably high levels of fertility’.
211,Education and Health The Congress pledges to raise public spending in education to at least 6% of GDP with at least half of this amount being spent in primary and secondary schools.
212,A cess will be proposed on all central taxes to finance the commitment to universalize access to quality basic education.
213,A National Commission on Education will be set up to allocate resources and monitor programmes for compliance with national priorities.
214,"The Congress will ensure that all institutions of higher learning in science, technology, social sciences and management will retain the sense of autonomy that they have enjoyed in previous Congress regimes."
215,"Academic excellence and professional competence would be the sole criteria already reached replacement levels of fertility while for a|[ appointments to bodies like the 1CHR, other states will do so over this decade."
216,"But on ICSSR, UGC, NCERT, etc."
217,"present reckoning, four-five states of India will be unable to reach this crucial milestone for decades."
218,"The Congress will take the lead in replicating the those states where uccess of other states in iwth tanning is not just a government program,ne hut The Congress will ensure that nobody is denied education, including in institutions of excellence, because he or she is poor."
219,"Apart from increasing the supply of loan scholarships and refinance through banks, it will also establish a Education Congress Ka Haath Aam Aadmi Ke Saath i • t * I ■j0t: Development Finance Company along the lines of HDFC to provide loans at affordable rates to all those who cannot afford the costs of college and university education in science, engineering and medicine."
220,Education at all stages would be free in all respects for boys and girls belonging to dalit and adivasi communities.
221,A national cooked nutritious mid-day meal scheme will be introduced in primary and secondary schools across the country.
222,"The Integrated Child Development Services (1CDS) will be universalized to provide for a functional anganwadi in every settlement and full coverage, especially children below age of six."
223,"The Congress will raise public spending on health to at least 2-3% of GDP, with the focus on primary health care over the next five years and to around 5% of GDP over the next decade."
224,Some state governments administered by the Congress have introduced innovative health insurance programmes.
225,A national scheme of health insurance for families living below the poverty line will be proposed.
226,Linorities Congress believes in affirmative action for all ligious and linguistic minorities.
227,"The Congress ,s provided for reservations tor Muslims in crnla and Karnataka in government nployment and education on the grounds that ev are a socially and educationally backward y . J *.J_ this policy tor socially and educationally backward sections among Muslims and other religious minorities on a national scale."
228,The The Congress will introduce a new community- Congress also pledges to extend reservations tor anchored health worker scheme and implement the economically deprived persons belonging to it with the involvement of peoples organizations communities that are at present not entitled to and panchayati raj institutions.
229,such reservations.
230,r?
231,The Congress will adopt all possible measures education among women in minority promote maintain communal peace communities particularly.
232,"harmony, especially in sensitive areas."
233,"It will enact a comprehensive law on social • • violence in all its forms and manifestations, providing investigations a central agency, prosecution Special Courts payment of uniform compensation for loss of life, PA RTY' S PLANS honourand property The Congress commits itself to amending the Commission for Constitution to es rablish Minority Educational Institutions that will ■ i ."
234,1 i / f/Ar provide direct affiliation for minority professional insrirutions to central universities.
235,"Special steps will he taken to spread modern and rechmca New middle-level technical institutions will be started in places where for example, weavers and artisans are concentrated."
236,The National Minorities Development Corporation and State Minorities Development Corporations will be made direct-lending institutions.
237,"On the Ayodhya issue, the Congress's stand has been very clear."
238,All parties must wait for and abide by the verdict of the courts.
239,"If negotiations are to be held, they must be between the parties to the dispute."
240,"And the Places of Worship (Special Provision) Act, 1992 which freezes the status of all disputed sites other than Ayodhya as of August 1 5, 1947 must be strictly enforced."
241,Dalits and Adivasis The Congress will create a national consensus on the issue of dalits and adivasis getting a reasonable share of jobs in the private sector.
242,"A dialogue with private industry will be initiated to identify how best Indian industry could fulfill in tangible measure the aspirations of youth, especially those belonging to the weaker sections of society."
243,Determined efforts will be made to promote a culture of entrepreneurship among the dalits and adivasis by providing businesses run by them with 21 Congress Ka Haath Aam Aadmi Ke • •' .. 33 > ■ ♦.
244,«• • -.. _ . . . . - f \•*.
245,"*V ' »» • • . . - * ■- , •;: Jr ' -kv >."
246,"* * , - *. . - • ."
247,"• *• PI • "" 4r-* V t -i t f, • f!"
248,f ‘ preferential treatment government recognized a addressed in an ecologically procurement and by extending bank credit at sustainable manner.
249,"In addition, theie is need to affordable terms."
250,State governments will be urged to make legislation tor conferring ownership right s in put in place more effective systems of relief and rehabilitation for tribal communities displaces by development projects.
251,respect of minor forest produce on adivasis Taking note of the growing unrest in tribal areas particularly who work in forests.
252,"in various states, the Congress wi 11 have a fresh All reservation quotas, including those relating to promotions will be fulfilled in a time-bound manner."
253,Special recruitment drives particularly for Class I and II vacancies will be launched.
254,A comprehensive national programme for minor irrigation of all lands owned by dal its and adivasis will be introduced.
255,Landless families will be endowed with some land through the proper implementation of land ceiling and land redistribution legislation.
256,There is need to reconcile the objectives of faster economic growth and environmental conservation as far as tribal communities dependent on forests are concerned.
257,"The Forest Conservation Act, 1980 has prevented a wholesale loss of forests."
258,"At the same time, concerns have been raised that in its implementation rigidities have developed THE CONG PR10RITI look at development strategies tor tribal areas and work out new designs of sustainable livelihoods."
259,Income accruing to the government from forest will be earmarked as additional assistance for programmes of tribal development.
260,depriving tribal communities the benefits of Food and Nutrition Security economic growth.
261,"These concerns have to be Over the past few years, there has been far too I much tampering with the public distribution About 6*8% of our population comprising the system (PDS) that provides the basis for extending most destitute and infirm do not have access to food security to crores of Indians."
262,Because people the PDS even where the PDS works well.
263,"Special are buying less toodgrain from ration shops, huge schemes to reach foodgrains to this section foodgrain stocks have been built up."
264,The through panchayats will be launched.
265,Antyodaya Congress will strengthen the PDS particularly in cards for all households at risk of hunger will be the poorest and backward blocks of the country introduced.
266,Grain banks in chronically food and also involve women's and ex-servicemen's scarce areas will be established.
267,P A RT Y’ S PLANS It is a matter of great shame that even today over a third of babies born in India are under-weight reflecting acute malnourishment of the girl child who later becomes a mother.
268,Nutrition programmes for the girl child particularly will be expanded on a significant scale.
269,"Panchayati Raj Panchayat bodies that got Constitutional sanction a decade ago because of the vision and relentless zeal of Rajiv Gandhi, now need full devolution of funds, functions and functionaries."
270,Globalisation and economic reforms must be cooperatives in its management at the local level.
271,"based on strong, effective and empowered While the focus of the PDS will be on below-the- institutions of local self-government."
272,"poverty line (BPL) families, surveys to identify The Congress will ensure that all funds for such families will be conducted every two years by poverty alleviation and rural development panchayats Leased on transparent and verifiable ownership, etccu patio n, A _ _ _ A_ - — ^ ^ criteria such as family status, etc."
273,programmes will be credited directly to panchayat •ill ■• 1 1 • bodies.
274,The Gram Sabha will be empowered to emerge as the foundation of the panchayati raj Congress Ka Haath Aam Aadmi Ke Saa system.
275,Appropriate audit systems would be financial ensure soun established administration at the local level.
276,"Informal and Unorganised Sector Almost 93% of the workforce in our country is in this purpose A single, simplified law will be acted set out the obligations of these enterprises to labour and for safety."
277,Appropriate social security measures will be devised to protect I _ . ZN .
278,"I 4* A the workers in the unorganized sector against the risks of ill-health, unemployment and old age."
