,0
80,"For BJP, the goal of the policies and practices would be: Ek Bharat, Shreshtha Bharat!"
81,"The path would be: Sabka Saath, Sabka Vikas."
82,This is our commitment to the Nation and to the People.
83,"With this determination of the party under the charismatic leadership of Shri Narendra Modi, we enter the elections to the 16th Lok Sabha and would work whole-heartedly to give a stable, strong, visionary and progressive Government to India."
84,It is an opportunity to change our fate and of our nation.
85,"Glory to Mother India, glory to Her children."
86,"Dr. (Prof.) Murli Manohar Joshi Chairman Manifesto Committee -2014 March 26, 2014 3 Attend the Imminent Decade under the UPA - I and II can rightly be summed in one line, the 'Decade of Decay', in which India had a free fall on all fronts - be it governance, economy, diplomacy, foreign policy, border safety, etc."
87,"At the same time, corruption, scams and crime against women have reached to unacceptable levels."
88,There has been gross misuse and total denigration of government and institutions.
89,There has also been erosion of authority of the office of the Prime Minister.
90,"The Government dithered by each passing day, casting gloom and doom on the country that was once under the NDA regime called the 'Emerging Superpower'."
91,"In 2004, NDA left the Government with a near double digit growth."
92,"The Congress- led UPA could not even maintain that growth and mismanaged the country so badly, that the growth rate declined to 4.8%, resulting the country falling in a deep mess."
93,We have lost a wonderful opportunity and have pushed the country 20 years behind and rendered millions of men and women jobless.
94,Critical and urgent challenges facing the nation have been left unaddressed.
95,"Beyond impacting the immediate short-term, this is corroding the long-term potential of the nation."
96,People feel frustrated and have lost hope in the system.
97,"Things must change, and they must change now."
98,BJP will take immediate and decisive action to address these issues on a priority basis.
99,Price Rise Runaway food inflation has crippled household budgets and contributed to the overall inflationary trend under the Congress-led UPA's watch.
100,"Even worse, the food and nutritional security of millions is threatened."
101,"However, the Congress-led UPA government has remained insensitive and indifferent to the plight of the people; tying itself into knots with short-term, mis-directed steps."
102,"The committee of Chief Ministers, headed by Shri Narendra Modi, has already submitted a report on food inflation in 2011."
103,The report was unfortunately not acted upon by the Congress-led UPA Government.
104,The BJP-led NDA Government's record of holding the prices is a demonstration of our commitment to break the vicious cycle of high inflation and high interest rates.
105,"Our immediate task will be to rein in inflation by several steps, such as: (cid:1) put in place strict measures and special Courts to stop hoarding and black marketing."
106,setting up a Price Stabilisation Fund.
107,"(cid:1) (cid:1) unbundle FCI operations into procurement, storage and distribution for greater efficiency."
108,"(cid:1) leverage on technology to disseminate Real time data, especially to farmers - on production, prices, imports, stocks and overall availability."
109,evolve a single 'National Agriculture Market'.
110,promote and support area specific crops and vegetables linked to food habits of the people.
111,Employment and Entrepreneurship The country has been dragged through 10 years of Jobless Growth by the Congress-led UPA Government.
112,"Under the broader economic revival, BJP will accord high priority to job creation and opportunities for entrepreneurship."
113,We will: (cid:1) strategically develop high impact domains like Labour-intensive manufacturing (viz.
114,"textile, footwear, electronics assembly, etc.)"
115,and Tourism.
116,"strengthen the traditional employment bases of agriculture and allied industries, and retail - through modernization as well as stronger credit and market linkages."
117,"(cid:1) 4 (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) harness the opportunities provided by the upgradation of infrastructure and housing, for its job generating potential."
118,encourage and empower our youth for self-employment - incubating entrepreneurship as well as facilitating credit.
119,address the employability issue by initiating a multi-skills development programme in mission mode.
120,"Focus will be on job creation and entrepreneurship, in both rural and urban areas."
121,transform our Employment Exchanges into Career Centres - connecting our youth with job opportunities in a transparent and effective manner through the use of technology; as well as providing counselling and training.
122,Corruption Corruption is a manifestation of poor Governance.
123,"Moreover, it reflects the bad intentions of those sitting in power."
124,All pervasive corruption under the Congress-led UPA has become a 'National Crisis'.
125,"We will establish a system, which eliminates the scope for corruption."
126,We will do this through: (cid:1) public awareness (cid:1) (cid:1) (cid:1) (cid:1) technology enabled e-Governance - minimizing the discretion in the citizen-government interface.
127,"system-based, policy-driven governance - making it transparent."
128,rationalization and simplification of the tax regime - which is currently repulsive for honest tax payers.
129,"simplification of the processes and procedures at all levels - bestowing faith in the citizens, institutions and establishments."
130,"Black Money By minimizing the scope for corruption, we will ensure minimization of the generation of black money."
131,BJP is committed to initiate the process of tracking down and bringing back black money stashed in foreign banks and offshore accounts.
132,We will set up a Task Force for this purpose and to recommend amendments to existing laws or enact new laws.
133,"The process of bringing back black money to India what belongs to India, will be put in motion on priority."
134,We will also proactively engage with foreign Governments to facilitate information sharing on black money.
135,Decision and Policy Paralysis The country has suffered a decade of maladministration and scams in addition to decision and policy paralysis; thus bringing growth and development to a grinding halt leading to a 'Governance deficit'.
136,This situation will be changed and the engine of Government will be ignited again with strong willpower and commitment to public interest.
137,We will also encourage the bureaucracy to take right decisions and contribute their might in building a modern India.
138,"Poor Delivery Wherever we go, we encounter bottlenecks."
139,"We experience it on a daily basis - in government offices for even the simplest of public services, in our courts buried in high pendency and so on."
140,"Similarly, we are known by a culture of missing links and lack of last mile connectivity."
141,We have water but no pipeline to carry it; we have schools but no teachers; we have computers and machines but no electricity; we have scientists but no labs; we have instruments but no one to work on them.
142,"This 5 reduces the pace of our performance and results into wastage of time, money and energy."
143,"Intent to do the right thing and the will to do things rightly, is missing."
144,This has to be attended to on a priority basis.
145,"Whatever we do and provide for, the whole chain has to be kept in mind."
146,"With this in mind, we will: (cid:1) (cid:1) (cid:1) remove bottlenecks and missing links in all sectors, activities and services."
147,focus on proper planning and execution for right outcomes.
148,strive for scale and speed with futuristic vision.
149,(cid:1) Build institutions for today and tomorrow.
150,"Credibility Crisis The biggest challenge that India faces today is to restore the credibility of, and trust in the Union Government."
151,"In recent years, the Union Government has lost every semblance of credibility."
152,"Its intentions, integrity and initiatives, all are questionable."
153,"The Congress party has not only lowered the dignity of the Government, but also the dignity of India."
154,This is what is driving recent adversities like the falling rupee and countries riding roughshod over us.
155,The BJP will work for restoring the trust and credibility of the Government.
156,We will also ensure that the chain of responsibility and accountability is built in the system.
157,6 Strengthen the Framework Team India Centre-State Relations India is a diverse country.
158,Diverse communities settled in vastly different regions have their own aspirations.
159,"Taking these aspirations into consideration, the centre and the states therefore have to evolve a working system, which leads to harmonious relations."
160,The genuine grievances of every state will be addressed in a comprehensive manner.
161,(cid:1) We will place Centre-State relations on an even keel through the process of consultation and strive for harmonious Centre-State relations.
162,(cid:1) Our Government will be an enabler and facilitator in the rapid progress of states.
163,"We will evolve a model of national development, which is driven by the states."
164,"(cid:1) Team India shall not be limited to the Prime Minister led team sitting in Delhi, but will also include Chief Ministers and other functionaries as equal partners."
165,(cid:1) Ensure fiscal autonomy of States while urging financial discipline.
166,"(cid:1) Create 'Regional Councils of States', with common problems and concerns, with a view to seeking solutions that are applicable across a group of states."
167,"(cid:1) We will encourage cooperation among states on security-related issues, inter-state disputes and for removing inter-regional economic disparities and promoting tourism."
168,(cid:1) We recognize the special needs and unique problems of the hill and desert states.
169,"In consultation with the Governments of these states, state-specific developmental priorities/ models will be evolved so that the aspirations of the people are met."
170,"(cid:1) Given the unique status of Union Territories (UTs), they will receive special attention."
171,We will focus on developing and strengthening the economy of UTs.
172,"Tourism will be promoted, tribal welfare and their rights will receive full attention, and infrastructure and coastal area development will be given top priority."
173,(cid:1) We reiterate our commitment to the protection and integrated development of our island territories.
174,(cid:1) The moribund forums like 'National Development Council' and 'Inter-State Council' will be revived and made into active bodies.
175,(cid:1) Involve the state Governments in the promotion of foreign trade and commerce.
176,"(cid:1) Help the states mobilize resources through investments in industry, agriculture and infrastructure."
177,"Integrating the Nation - Its Vastness and Voices In a democracy, everyone is not only free, but also encouraged to voice his or her concerns."
178,It is also necessary that these voices be heard and concerns redressed.
179,"However, all this should happen within the framework of our constitution and with the spirit of 'India First'."
180,We have to keep the Nation at the forefront of our thoughts and actions.
181,"Any activity, which disrupts the integrity of the nation, cannot be in the interest of any segment of the society or any region of the country."
182,All Indians living in different regions of the country have an equal stake in the progress of the country and they have to be assured of the fruits of the progress.
183,"(cid:1) Presently, we see that there is a vast regional disparity between different regions of the country 7 along developmental parameters, particularly between the western part and the eastern part."
184,"Despite their richness in both natural as well as human resources, eastern part of India still lags behind."
185,(cid:1) We shall give the highest priority towards bringing the eastern parts of the country on par with the western parts.
186,"To that extent, there shall be special focus and emphasis on the development of the eastern side of India."
187,"(cid:1) Government will play the role of an enabler and a facilitator to the rapid progress of the states; planning along regional aspirations, strengths and potentials, evolving appropriate strategies for various zones of the country - hilly regions, plains, desert and coastal areas."
188,Regional aspirations: BJP has always stood for greater decentralization through smaller States.
189,"Northeast : Resource rich North-Eastern states are lagging behind in development due to poor governance, systemic corruption and poor delivery of public services."
190,NDA government had initiated concrete steps to address the issue of development of Northeast by setting up the Ministry of North- Eastern Region.
191,We will empower this Ministry with a broader charter and non-lapsable funds for the rapid development of the region.
192,BJP will: (cid:1) put special emphasis on enhancing the connectivity within the region and to the rest of the country.
193,"There will be special emphasis on massive infrastructure development, especially along the Line of Actual Control in Arunachal Pradesh and Sikkim."
194,(cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) address the issue of Flood control in Assam and river water management.
195,nurture more job generating opportunities like tourism and IT industry.
196,address the issue of infiltration and illegal immigrants in the Northeast region on a priority basis.
197,This will include clear policy directions and effective control at the ground level.
198,"complete all pending fencing work along the India-Bangladesh and India-Myanmar border, stepping up border security."
199,take measures for the safety of North-Eastern students studying across the country including setting up Hostels for North-Eastern students at various educational centres.
200,deal with Insurgent groups with a firm hand.
201,"Jammu and Kashmir: Jammu and Kashmir was, is and shall remain an integral part of the Union of India."
202,The territorial integrity of India is inviolable.
203,"BJP will pursue an agenda of equal and rapid development in all the three regions of the state - Jammu, Kashmir and Ladakh."
204,"(cid:1) The return of Kashmiri Pandits to the land of their ancestors with full dignity, security and assured livelihood will figure high on the BJP's agenda."
205,(cid:1) The long pending problems and demands of refugees from Pakistan Occupied Kashmir (POK) will be addressed.
206,"(cid:1) BJP reiterates its stand on the Article 370, and will discuss this with all stakeholders and remains committed to the abrogation of this article."
207,"(cid:1) All steps will be taken to provide good governance, better infrastructure, educational opportunities, healthcare and more job opportunities, leading to a better quality of life in the valley."
208,"Seemandhra and Telangana: BJP is committed to do full justice to Seemandhra, and address the 8 issues of development and governance of Seemandhra and Telangana."
209,Decentralization and People's Participation From Representative to Participatory Democracy India is a country of immense diversity - a highly decentralized federal structure is thus crucial in meeting the varied ideas and aspirations of our diverse people.
210,Power is currently concentrated in Delhi and the State capitals.
211,We believe this power should be genuinely decentralized.
212,BJP has stood for greater decentralization through devolving of powers to the states.
213,A vast reservoir of People's Power has not yet been tested in the real sense.
214,We have not been able to involve the people in Governance as functionaries and facilitators.
215,(cid:1) People's Participation: Our developmental process will be a people's movement - of Jan bhagidari.
216,We will make them the active drivers of development rather than mere passive recipients.
217,"(cid:1) People's Engagement: Through Pro-active, Pro-people Good Governance, we will ensure the Government itself directly reaches out to the people, especially the weak and marginalized sections of society."
218,(cid:1) We will further evolve the Public Private Partnership (PPP) model into a People-Public-Private Partnership (PPPP) model.
219,"(cid:1) BJP is committed to strengthen self-Governance at the local level and we will empower Panchayati Raj Institutions with extensive devolution of the 3 Fs - Functions, Functionaries and Funds."
220,(cid:1) Good performers amongst the Panchayats will be rewarded with additional developmental grants.
221,"(cid:1) Strengthen the institution of the Gram Sabha, respecting their inputs and initiatives for development process."
222,(cid:1) We will actively involve people in policy formulation and evaluation through various platforms.
223,"(cid:1) We will encourage Openness in the Government, involving all stakeholders in the decision-making processes."
224,"9 Reform the System Good Governance: Transparent, Effective, Involving and Encouraging India First BJP believes in India being one country, one people and one nation."
225,"BJP recognizes the importance of diversity in Indian society, and the strength and vibrancy it adds to the nation."
226,The party believes in the principle of unity in diversity.
227,"India constitutes of all its' people, irrespective of caste, creed, religion or sex."
228,"It constitutes of all the communities - ethnic, social and cultural groups and also our culture, which is defined by tolerance and co-existence."
229,"The hallmark of India is ""Unity in Diversity""."
230,"It constitutes of each and every inch of our land, its natural resources and mental and physical energy we possess."
231,It constitutes of all the institutions made in the past and present.
232,"India First simply means nurturing and protecting all the elements, which India is made of."
233,"It does not exclude anyone or anything - it only includes everything and everyone, which India is made of."
234,"It is complete India; without exclusion, without exception."
235,"It also means that whatever is in the interest of India will be in the interest of all the elements that India is made up of, including its citizens."
236,"The counter to the concept of 'India First' is what is happening today; appeasement of one, at the cost of the other, using Institutions for protecting the interest of a particular party or persons."
237,It is reflected in the thinking that whatever is not in the interest of a party is not in the interest of India.
238,"Clearly, Governance on these lines is not in the interest of India."
239,"Simply speaking, 'India First' puts the national interest first while taking any decision or step both by Governments and citizens."
240,"Even more simply put, you have to just see the face of India and Indians when you are in doubt."
241,This is what separates 'India First' from the present day politics and Governance of the Congress-led UPA.
242,For BJP: (cid:1) the only philosophy and religion of a Government should be India First.
243,(cid:1) (cid:1) (cid:1) (cid:1) the only epic of a Government should be India's Constitution.
244,the only power of a Government should be the power of the people.
245,the only prayer of a Government should be the welfare of its people.
246,"the only way of a Government should be 'Sabka Saath, Sabka Vikas'."
247,Open Government and Accountable Administration Administrative reforms will be a priority for the BJP.
248,"Hence, we propose to implement them through an appropriate body under the PMO."
249,The objective will be to bring in transparency in Government's decision- making process.
250,"Government systems and processes would be relooked to make them citizen friendly, corruption free and accountable."
251,Every effort will be made to meet the development aspirations of the people and make the Government agencies accountable to the citizens.
252,We will set-up an effective Lokpal institution.
253,Corruption at any level will be dealt with firmly and swiftly.
254,"From birth certificate to school admission, from setting up business to paying of taxes, our present systems complicate the lives of our own people."
255,"We will reform it and make it easy in terms of access, efficiency and delivery."
256,Following specific action will be initiated: (cid:1) digitization of Government records will be taken up on top priority so that they are easily accessible.
257,"10 (cid:1) (cid:1) (cid:1) performance review, social and environment audit would be mandated for all Government schemes and programmes."
258,"open up Government to draw expertise from the industry, academia and society into the services."
259,"government will be redefined by elimination of whatever is obsolete in laws, regulations, administrative structures, practices and would be purposive."
260,(cid:1) we will generate 'Kartavya Bhavna' among public servants as lives and productivity of people is dependent on the quality and efficiency of public services.
261,"On the whole, hallmarks of our Governance model would be: (cid:1) People-centric (cid:1) Policy driven (cid:1) Time bound delivery (cid:1) Minimum Government, Maximum Governance E-Governance: Easy, Efficient and Effective BJP believes that IT is a great enabler for empowerment, equity and efficiency."
262,The NDA Government had made IT one of the major thrust areas.
263,"With the result, India is the IT capital for the whole world."
264,"But back home, the benefits of IT have not percolated down."
265,This will be a high priority area for BJP that IT touches the lives of ordinary men and women.
266,BJP has been known for good Governance and e- Governance will become the backbone for good Governance.
267,BJP aims to nurture a Digital India - making every household and every individual digitally empowered.
268,"Information Technology has made it possible to make information and services reach to the ordinary men and women even in remote areas, easily and effectively."
269,Availability of information is the key to empowerment of the stakeholders.
270,This also reduces the scope for discretion and manipulation.
271,We will: (cid:1) focus on increasing the penetration and usage of broadband across the country.
272,Deployment of broadband in every village would be a thrust area.
273,(cid:1) leverage technology for e-Governance and engage proactively with the people through social media for participative governance and effective public grievance redressal mechanism.
274,(cid:1) generate IT based jobs in rural and semi-urban areas.
275,(cid:1) make technology enabled products affordable for students.
276,(cid:1) use technology to reduce the burden of books on children.
277,Make all institutions and schools e- enabled in a phased manner.
278,Digital learning and training to be used extensively.
279,"(cid:1) (cid:1) (cid:1) (cid:1) pursue a mission mode project under the 'National Rural Internet and Technology Mission' for use of telemedicine and mobile healthcare for rural healthcare delivery; use of IT for agriculture for real time information; Self Help Groups; retail trade and SMEs; and rural entrepreneurs, etc."
280,initiate a National e-Governance Plan to cover every Government office from the centre to the panchayats.
281,"The 'E-Gram, Vishwa Gram' scheme in Gujarat to be implemented nationwide."
282,promote e-Bhasha - National Mission for the promotion of IT in Indian Languages.
283,"focus to bring SC/ST, OBCs and other weaker sections of the society within the ambit of IT enabled development."
284,"11 (cid:1) (cid:1) deploy IT to protect India's priceless cultural and artistic heritage, which includes digitization of all archives and museology."
285,promote 'open source' and 'open standard' software.
286,(cid:1) mandate digitization of all government work to reduce corruption and delays.
287,(cid:1) set up High-speed digital highways to unite the nation.
288,(cid:1) (cid:1) use technology to reduce Transmission and distribution losses.
289,use mobile and e-Banking to ensure financial inclusion.
290,"BJP aims to make every household digitally literate with a goal to make India the Global Knowledge hub, with IT being a major driver and engine of growth."
291,"Institutional Reform - Administrative, Judicial, Police and Electoral (cid:1) (cid:1) (cid:1) (cid:1) Administrative Today, people of this country are frustrated with the present system."
292,"Our administrative set up should be people-centric, responsive and result-oriented."
293,"With this in mind, we are committed to bring the following reforms: (cid:1) the administration and its members will be made truly accountable to their tasks as well as the people through rigorous evaluation process."
294,good performance will be rewarded; non-performers will be given opportunities and training support to improve.
295,"rationalization and convergence among the Ministries, departments and other arms of the Government will be ensured to focus on delivery."
296,"open up government to draw expertise from the industry, academia and society."
297,services of youth in particular will be tapped to contribute in governance with Fellowship and Internship programmes launched at various levels.
298,Judicial BJP is committed to ensure Justice for All - justice which is prompt and accessible.
299,"Understanding that Justice Delayed is Justice Denied, we will adopt a multi-pronged approach to address the high pendency of cases in our judicial system."
300,"We will: (cid:1) accord high priority to judicial reforms to address the issue of appointment of judges, filling the vacancies, opening new courts, setting up a mechanism for speedy clearance of the backlog of cases at various levels in the judiciary."
301,(cid:1) (cid:1) (cid:1) (cid:1) (cid:1) initiate a mission mode project for filling the vacancies in the judiciary and for doubling the number of courts and judges in the subordinate judiciary.
302,set up a National Judicial Commission for the appointment of judges in higher judiciary.
303,create a fund for modernization of courts to improve the operational efficiency of courts.
304,set up a separate class of courts for cases involving specified commercial laws which fast track the litigation process.
305,"reform the criminal justice system to make dispensation of justice simpler, quicker and more effective and after examining the recommendations of the earlier reports on this subject."
306,12 iInitiate the computerization and networking of courts all over the country.
307,(cid:1) extend fast track courts to all layers of the judiciary.
308,(cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) (cid:1) expand alternative dispute redressal mechanisms through Lok Adalats and Tribunals.
309,implement the National Litigation Policy in letter and spirit to reduce average pendency time of cases.
310,"review and reduce significantly the number of cases, in which the Government is a litigant in the next five years."
311,periodically review and refine/ scrap outdated laws.
312,create courts specially equipped to deal with IPR cases.
313,"give special emphasis to the development of Alternate Dispute Resolution mechanisms - like Lok Adalats, Arbitration and Conciliation centres."
314,"set up a comprehensive National e-Library, empowering Lawyers."
315,"aim to enhance the number of women in the Bar as well as Bench, reducing the gender gap in judiciary."
316,"evolve a national network of specialized universities having expertise in complementary domains - like Forensics, Arbitration, IPR, International Law, etc."
317,develop India into a Global Hub for Arbitration and Legal Process Outsourcing.
318,We will simultaneously reform the legal system to make it more accessible to the common man.
319,"We will: (cid:1) undertake a comprehensive review of the legal system to simplify complex legislations - converge overlapping legislation, as well as remove contradictory and redundant laws."
320,(cid:1) (cid:1) establish an institutional mechanism to periodically review and give suggestions for refining our laws.
321,simplify legal procedure and language.
322,(cid:1) make legal information open and freely accessible.
323,(cid:1) run legal awareness programmes and introduce in school curriculum - making the common man aware of his rights and duties.
324,"Police Our police forces are entrusted with the crucial responsibility of maintaining law and public order, which forms one of the central pillars of our democracy."
