,0
37,1.21 Empowerment of the Civil Society to promote people’s participation in development at all levels and for creating effective dispute resolution mechanisms outside the realm of the government and the judiciary.
38,"1.22 Making population control a people’s movement, with non-coercive disincentives for a two-child norm, and incentives for a girl child."
39,1.23 Preservation and propagation of India’s rich cultural heritage.
40,1.24 Unleashing ‘Yuva Shakti’ and making India a major sports power in the world.
41,"1.25 Intensifying dialogue with Pakistan to find a lasting solution to all bilateral issues; working for a multi-polar world, with India as one of the poles; further raising India’s standing in the world; and securing for India a meaningful and steadily growing role in international affairs."
42,   8 • Party Document Vol-1 Introduction 2.1 India on the Move The people of India will elect the 14th Lok Sabha in the elections to be held in April-May 2004.
43,"The Bharatiya Janata Party, as the leading constituent of the National Democratic Alliance, enters this electoral battle seeking a renewed and bigger mandate for the NDA, with a significantly larger representation for itself, in the next Lok Sabha."
44,"We do so on the basis of our Performance, Vision and Leadership, the proud performance of our Government; our clear vision and programme for making India a strong, secure, and integrally Developed Nation by 2020; and the inspiring leadership of Shri Atal Bihari Vajpayee which is the continuing link between our performance so far and our pledge for the future."
45,"In 1999, the people voted for the National Democratic Alliance."
46,The Bharatiya Janata Party was the largest constituent of the NDA and the single largest party in the Lok Sabha.
47,"Our promise to the people then was encapsulated in the assurance: “Able Leadership, Stable Government”."
48,"On both counts, we have more than fulfilled our promise."
49,"The Vajpayee Government’s achievements in strengthening national security, countering cross-border terrorism, fortifying national unity, setting India on the path of high socio-economic growth, making development the national mantra, and raising India’s image and standing in the international community have created a surge of hope and national pride."
50,The Pokharan-II blasts in May 1998 triggered a process of national resurgence.
51,India successfully beat back post-Pokharan sanctions imposed by big powers.
52,The same countries are now keen on strengthening comprehensive relations with India.
53,There   Election Manifestoes • 9 has been a significant reduction in cross-border terrorism.
54,India has also played a widely acclaimed role in creating international awareness and solidarity on the issue of jehadi terrorism.
55,India’s economic fundamentals are robust and its strengths envied.
56,Today ours is one of the fastest growing economies in the world; India’s GDP growth rate is estimated to be over 8 per cent this year.
57,Our Government has heralded a Connectivity Revolution in India.
58,"Some of the largest and most ambitious projects are now underway for improving India’s infrastructure with highway connectivity, rural roads connectivity, telecom and Internet connectivity, railway connectivity, port and airport connectivity."
59,The past five years have seen the largest ever number of BPL families rising above the poverty line over a comparable period in independent India’s history.
60,Major steps have been taken for addressing the long-neglected needs of agriculture.
61,Agricultural credit has been nearly trebled and over 3.5 crore farmers have been given Kisan Credit Cards.
62,Interest rates have been significantly lowered.
63,Minimum Support Prices for over 25 crops have been raised every year.
64,An innovative Farm Income Insurance Scheme has been introduced.
65,"In a short time, India has emerged as a leading power in Information Technology."
66,"In a short time, our manufacturing sector has restructured itself and become globally competitive."
67,Individual Indians have always scripted success stories in India and overseas; now India as a whole is big news.
68,"Today, India stands tall in the international community."
69,Its voice is heard and respected.
70,Our people are finding fresh recognition and new audiences.
71,"There is a rapidly widening belief, both in our own country and all over the world, that India is poised for a great leap forward."
72,"Ours is an ancient nation with a civilisation that is more than 5,000 years old."
73,"We have inherited a glorious cultural heritage, which the entire world marvels at."
74,"India has time and again shown unmatched resilience to overcome the vicissitudes of history, to emerge resurgent."
75,The time of Indian Renaissance has arrived again.
76,We have set the stage to reclaim our rightful inheritance as a Great Power contributing to humanity’s all-round progress.
77,"2.2 The Congress era in Indian politics is over The BJP holds the Congress Party, which ruled India for the longest period since Independence, principally guilty for the many   10 • Party Document Vol-1 problems that our Government inherited."
78,Half a century is not too short a time for a country to be liberated from the curse of poverty and backwardness.
79,India did make considerable progress during this period.
80,But this progress fell woefully short of her potential as well as her needs.
81,This wide gap between promise and performance was the result of the wrong policies of successive Congress governments.
82,"They promoted corruption, weakened institutions of the State and failed to mobilise people’s participation in the development process."
83,The Congress Party weakened the bonds of national unity and social harmony for partisan gains.
84,"Allowing itself to be reduced from a great party of the Freedom Movement to a tool in the hands of a family, it sought to reduce the world’s largest democracy to dynastic rule."
85,The Congress era in Indian politics is now over.
86,"And the BJP’s era – the era of nationalist, democratic and development-oriented politics – has begun."
87,India is today a nation once again on the move.
88,We have recovered our bearings.
89,"After five decades of wasted opportunities, the Vajpayee Government has infused new life and vigour into the soul of India."
90,"From being a nation of unrealised potential, its policies and performance have helped unleash India’s positive energies."
91,2.3 Atalji’s Leadership: A Source of Immense Pride The BJP is proud that it has given India and the world a leader of the calibre of Shri Vajpayee.
92,"As Prime Minister, he has harnessed the national energy and transformed the national mood."
93,"With his fierce integrity, long tapasya, commitment to the ideals of democracy, indomitable patriotism and statesmanship, he has shown that he is an embodiment of India’s best political traditions."
94,"Shri Vajpayee has demolished the Congress Party’s self-serving myth that it alone, and a member of the Nehru family alone, can rule India."
95,He has effected a mindset change in the country.
96,"In polity, his leadership has demonstrated that coalition governance can be stable and successful."
97,"In society, his personality has promoted the values of tolerance, understanding and partnership."
98,"In our neighbourhood and in the world, his statesmanship has championed the cause of peace and dispute resolution through dialogue, while resolutely guarding our national interest."
99,"Election Manifestoes • 11 Under Shri Vajpayee’s leadership, an atmosphere of distrust and disharmony has been replaced by a spirit of cooperation and consensus."
100,The highhandedness and partisanship that marked the Centre’s relations with the States have given way to a healthy Union.
101,"With a good blend of national outlook and legitimate regional aspirations, the NDA Government has brought the diverse sections of our society closer together."
102,The Prime Minister has shown unprecedented earnestness to resolve outstanding and inherited problems.
103,"Thus, Jammu & Kashmir is returning to peace, normalcy and development after what seemed to be an unending era of strife, terror and separatist activities fomented from across the border."
104,The fulfilment of his promise to hold free and fair elections in the State in 2002 was a major milestone in this process.
105,Peace talks in the North-East are also making headway.
106,No Central Government in the past paid as much attention to the developmental needs of this important region as the Vajpayee Government has.
107,"For the first time since Independence, a separate ministry has been established for this purpose."
108,The BJP considers the Joint Statement issued during the Prime Minister’s January visit to Islamabad a historic foreign policy success for India.
109,"For the first time, through this joint statement, Pakistan has committed itself to preventing the use of any part of the territory under its control for terrorist activities aimed against India."
110,"If Shri Vajpayee won the hearts of Indians and the admiration of the international community with his firm leadership during the Kargil War, he is repeating the feat now with his earnest pursuit of peace-through-dialogue with Pakistan."
111,The whole world today recognizes him as a “Man of Peace”.
112,Shri Vajpayee has boldly demolished the culture of cynicism and negativism that impaired the national character.
113,"He has inspired India to think big, implement big, and believe in itself."
114,He has motivated the youth to nurture big dreams and to work hard to realize them.
115,"He is indeed “The Great Unifier”, binding  India’s aspirations, energies and diversities."
116,12 • Party Document Vol-1 The Context of Election 2004 For the people of India the 2004 general election is an opportunity to reaffirm faith in the leadership of Shri Atal Bihari Vajpayee and in the policies of the NDA Government.
117,"These have yielded initial results and, taken forward, will definitely produce big gains for India and all Indians."
118,"The 2004 general election is also an opportunity for all Indians to reject the grim, feel-pain record of the Congress Party and endorse the feel-good mood generated by the our Government."
119,Every election has a specific context.
120,"According to the BJP, the two main issues of Election 2004 are: good governance and accelerated, all-round development."
121,There is a new type of hunger in India—the tremendous hunger for development.
122,It is especially acute in rural areas and among the urban poor.
123,"They want to free themselves from poverty, backwardness and underdevelopment."
124,They want to see an end to regional and social imbalances in development.
125,They want the rural-urban divide to be bridged.
126,They want the best opportunities for themselves and their children.
127,They want a standard of living that is fulfilling.
128,They want dignity.
129,They want security and prosperity.
130,India is now impatient to get to the top.
131,India wants to be the best.
132,"One billion Indians want to show to themselves, and to the world, what they can do."
133,India has had enough of negativism.
134,The BJP is committed to making India a Developed Nation and a Great Power on the global stage.
135,"We have the leadership, we have the commitment and we have the vision to make India shine ever brighter."
136,"In 2004, we seek a decisive mandate for India."
137,"   Election Manifestoes • 13 Our Basic Mission and Commitments 4.1 Politics as a means to serve the Nation: From modest beginnings, the BJP has grown steadily to emerge as a stable pole of Indian politics."
138,Our growth is rooted in our distinctive ideology and the tireless dedication of millions of our karyakartas throughout the country.
139,"In Shri Atal Bihari Vajpayee, ably assisted by Shri Lal Krishna Advani, we have a leadership that has guided and inspired our Party for decades."
140,"For the BJP and the fraternal organisations that constitute our extended Nationalist Parivar, politics and power have never been ends in themselves, but a means to serve the people and to contribute to India’s attainment of Param Vaibhav (peaks of glory)."
141,4.2 Strengthening India’s Democracy: The BJP is deeply committed to strengthening India’s democracy and to making its institutions more effective in fulfilling the aspirations of our people.
142,We are proud that our Party has nurtured the best traditions of internal democracy in India’s political class.
143,"In the years to come, we shall continue to broaden the interaction between the Party organization and the people, between the people and their elected representatives, and between the Party and the Government to make governance more dynamic, more responsive and more responsible."
144,"4.3 Integral Humanism: The BJP is proud of its commitment to the philosophy of Integral Humanism, as enunciated by Pandit Deendayal Upadhyaya."
145,We believe that development cannot be measured by economic indicators alone.
146,Development must be holistic.
147,"It must fulfil the   14 • Party Document Vol-1 material and non-material needs of all individuals and promote a symbiotic relationship between the individual and society, in which the individual works for society, and society, in turn, cares for the individual."
148,"Development must also keep in mind environmental concerns, local and community traditions, and the quality of life."
149,The BJP believes that economic progress should not be at the cost of family values.
150,"The family constitutes the social unit of stability, welfare, and continuity of cultural traditions."
151,Its importance can never be undermined.
152,Integral Humanism teaches us that our nation too is a family and that India itself is a part of the larger human family.
153,4.4 Cultural Nationalism: The BJP draws its inspiration from the history and civilisation of India.
154,"We believe that Indian nationhood stems from a deep cultural bonding of the people that overrides differences of caste, region, religion and language."
155,"We believe that Cultural Nationalism for which Indianness, Bharatiyata and Hindutva are synonyms – is the basis of our national identity."
156,"Contrary to what its detractors say, and as the Supreme Court itself has decreed, Hindutva is not a religious or exclusivist concept."
157,"It is inclusive, integrative, and abhors any kind of discrimination against any section of the people of India on the basis of their faith."
158,It rejects the idea of a theocratic or denominational state.
159,"It accepts the multi-faith character and other diversities of India, considering them to be a source of strength and not weakness."
160,"It firmly upholds secularism, understood as Sarva Pantha Samabhav (treating all faiths with respect)."
161,"However, the BJP unflinchingly holds that differences in faith cannot challenge the idea of India as One Nation or undermine our millennia-old identity as One People."
162,"This is why, we rejected the two-nation theory on the basis of which our Motherland was tragically partitioned in 1947."
163,"Thus, Cultural Nationalism is the most potent antidote to communalism, divisiveness, and separatism of every kind, and a guarantor of our national unity and national integration."
164,4.5 Ram Mandir in Ayodhya: The BJP reaffirms its commitment to the construction of a Ram temple in Ayodhya.
165,"As Maryada Purushottam, Ram is an inspiring cultural symbol of India."
166,His birthplace in Ayodhya is   Election Manifestoes • 15 also associated with the religious sentiments of crores of Hindus.
167,The BJP remains committed to its stand that the judiciary’s verdict in this matter should be accepted by all.
168,"However, we believe that dialogue, and a negotiated settlement in an atmosphere of mutual trust and goodwill, are the best way of achieving this goal."
169,The BJP appeals to the religious and social leaders of the Hindu and Muslim communities to speed up the process of dialogue and bring it to an amicable and early fruition.
170,We hope that these efforts will succeed in heralding a new chapter of amity in Hindu-Muslim relations and fortify national integration.
171,"4.6 Religious Freedom, our Core Value: Contrary to the propaganda of the Congress and our other political opponents, Shri Vajpayee’s government has not discriminated against minorities, nor curtailed their religious freedoms in any manner."
172,"In statecraft, we will continue to be wedded to our founding ideal of “Justice for All, Appeasement of None”."
173,"We envision the day when the distinction between “majority” and “minority” disappears in the political field, even while people practise their respective faiths unhindered."
174,"The BJP gives a three-point assurance to minorities: Education, Economic upliftment, and Empowerment."
175,"At the same time, we appeal to them to change their old mindset vis-à-vis the BJP and strengthen the hands of Shri Vajpayee in the coming elections."
176,"4.7 Consensus over Uniform Civil Code: The BJP believes that all laws, including personal laws, must be in accordance with the guarantees available to all citizens under the Indian Constitution."
177,The Constitution calls for the enactment of a Uniform Civil Code.
178,The Supreme Court has reiterated this need.
179,"Therefore, this cannot be seen as an issue of any single political party."
180,The BJP views Uniform Civil Code primarily as an instrument to promote gender justice.
181,We believe that social and political consensus has to be evolved before its enactment.
182,4.8 Swadeshi: The BJP believes that every civilisation has its own innate genius.
183,"We are committed to Swadeshi, the philosophy of India First, and to the path of self-reliance."
184,Swadeshi means faith in   16 • Party Document Vol-1 indigenous institutions and a strong belief that the future of India must be secured by Indians themselves.
185,The BJP believes that India’s goal of achieving a double-digit annual GDP growth rate on a sustainable basis can be achieved principally by mobilizing our own domestic resources.
186,"A strong, efficient and high-growth Indian economy, in which Indian products, services and entrepreneurs dominate the domestic and global markets, is our concept of Swadeshi."
187,This can be achieved by making Indian products and services competitive on both cost and quality.
188,"4.9 Globalisation: The BJP believes that, to reduce the risks and challenges of globalisation and to enhance its opportunities and gains, it is imperative to bridge the current divide between the developing and developed economies."
189,"This divide is enabling the developed nations to secure unfair advantages for themselves in global trade, investments, agriculture and services."
190,"They give huge trade- distorting agricultural subsidies to their own farmers, but object to the legitimate pro-farmer measures by developing countries."
191,The NDA Government has been at the forefront of defending the interests of Indian kisans by bringing about a coalition of developing countries against such unjust practices of developed countries.
192,We did so successfully at the WTO meets in Doha and Cancun.
193,Our Government has also successfully defended India’s case in other matters such as patents.
194,This approach shall continue.
195,"The BJP is of the view that a big shift is taking place in the global economy, and India should be prepared to take advantage of it."
196,"This shift favours low-cost economies over high-cost economies in manufacturing and services, provided the former have sufficient competitive strengths on the counts of cost, quality and technology."
197,The Indian economy is rapidly acquiring these strengths.
198,"The BJP is committed to accelerating this process by further reforming our economy, modernizing our infrastructure, enriching India’s human resources, and augmenting our capabilities in science and technology."
199,This will place our predominantly young population in an advantageous position vis-à-vis many advanced nations in the world that are projected to have a demographic disadvantage   Election Manifestoes • 17 in the coming decades.
200,This is the Swadeshi approach to turning globalisation into an opportunity for India in the 21st century.
201,"4.10 Underpinnings of Our Economic Vision: The BJP believes that India must greatly enhance her economic strength, in order to enhance her national strength and become a Great Power."
202,"Towards this strategic goal, the BJP is committed to ensuring faster economic growth with equity, employment, and social justice."
203,"The underpinnings of our economic vision are: steady enhancement of the productivity of our human and natural resources with the best use of science, technology, management and HRD practices, both modern and traditional; removal of regional and social imbalances; bridging the urban-rural divide; minimizing the gap between the rich and poor; maximizing developmental opportunities for all citizens; and environmental protection."
204,"The BJP believes that, as India moves from being a developing country to a developed one, our economic policy has to have a two-pronged approach: policies to achieve faster economic growth combined with effective welfare measures for the poor."
205,Today the foremost national developmental objective is banishment of poverty by increasing our national wealth.
206,"The surest way to achieve this goal, as Pandit Deendayal Upadhyaya had emphasized four decades ago, is: “Work for Every Hand and Water to Every Land”."
207,"Agriculture continues to be the backbone of India’s rural economy, sustaining the livelihood of a majority of our population."
208,"Government policies must, therefore, be geared to encourage domestic savings and directing them into productive, entrepreneurship-promoting and employment-generating investments, especially in agriculture and other areas of the rural economy."
209,The BJP believes that wealth creation should be applauded and encouraged.
210,"However, conspicuous consumption goes against the cultural ethos of India."
211,We are not in favour of selfish advancement of the few.
212,"Rather, the BJP believes in the multiplication of universally accessible entitlements for the majority."
213,The BJP is committed to greater consumer choice.
214,"We believe that the creation of monopolies, both in the public and private sector, are undesirable, except when dictated by national security."
215,"18 • Party Document Vol-1 We believe in a responsible fiscal regime marked by modest deficits, low inflation and a steadily strengthening rupee."
216,4.11 India’s Cultural and Spiritual Heritage: The BJP considers India’s priceless cultural and spiritual heritage to be our intangible national wealth.
217,"It has protected our family system, sustained our national life over the millennia and given India her unique identity in the world."
218,We are proud that all the world’s religions have their footprint in India.
219,We believe that a proper use of our cultural and spiritual resources can greatly aid India’s developmental endeavours because of their enormous power to mobilize people’s energies.
220,"This cultural and spiritual heritage displays immense diversities, which should be cherished and celebrated by all Indians as our common endowment."
221,We consider it to be the bounden duty of the Government and citizens alike to preserve and further augment this wealth of a diverse heritage.
222,"In this context, the BJP applauds the NDA Government’s decision to launch national missions for the preservation of manuscripts, monuments, and other facets of our cultural, artistic and spiritual heritage."
223,"However, a lot more needs to be done, considering the neglect of this crucial aspect of nation- building in the past."
224,   Election Manifestoes • 19 Our Priority Agenda for the Next Five Years (The BJP has suggested specific measures under the following areas for inclusion in the NDA’s Manifesto for Election 2004.)
225,5.1 Defence The BJP has always attached the highest importance to national security.
226,We are proud of the NDA Government’s historic initiatives to strengthen India’s defence capability and preparedness.
227,We commit ourselves to carrying forward the work done in the past five years.
228,"Our priorities will be: speedy implementation of all the ongoing programmes for modernisation, acquisition and capability enhancement; minimizing delays and procedural bottlenecks, which push up costs and cause obsolescence; achieving greater efficiency in defence spending; giving a further boost to indigenisation of defence production and encouragement to private sector participation; and making defence exports a thrust area."
229,"The BJP would also work for further augmentation of welfare measures for ex-servicemen and war widows, creating adequate opportunities for retired officers to contribute to development activities where they can put their skills and training to productive use; and making service in the Armed Forces an attractive career option for the educated Indian youth."
230,"5.2 Internal Security The BJP believes that creating a society free of fear, and ensuring safety and security to all citizens form the cornerstone of good governance."
231,"Our war on terrorism, which has shown   20 • Party Document Vol-1 encouraging results in the past five years, will continue with unflagging determination."
232,"Building on the significant reduction of communal and caste violence in the past five years, we shall work with redoubled zeal to realise our vision of a riot-free India."
233,"The long misrule of the Congress Party weakened India’s internal security apparatus and reduced its capacity to counter jehadi terrorism, left-wing extremism, organised crime, and, in some States, even to maintain law and order."
234,"For the first time since Independence, the NDA Government conducted a comprehensive review of the internal security scenario, started to act on its recommendations and launched a massive programme to modernise our police and paramilitary forces."
235,"The BJP is concerned at the inadequate utilization of the police modernization fund in several States, even though the need for it is glaring."
236,We will work with State Governments for time-bound implementation of this programme with utmost urgency.
237,"We will continue our efforts to build political consensus to enact a Central law, and constitute a federal agency to deal with federal crimes like the Telgi scam, which encompass several States."
238,"We will also work with the States to urgently implement police reforms that would make the police and security forces more people-friendly, more sensitive towards the grievances of the poor, weaker sections of society, and women."
239,"The BJP recognises the growing menace of left-wing extremism, which extends from the Nepal border to Andhra Pradesh, as one of the most serious challenges to India’s internal security."
240,"Overcoming this menace, with the closest possible cooperation among the affected States and the Centre, will be our priority."
241,"Since the fight against Naxalite outfits can be successfully waged primarily by isolating them from local populations, our Government will take further steps to speed up development activities, encourage people’s participation in them, and ensure that their benefits actually reach the poor."
242,"5.3 Jammu & Kashmir The unity of India is not only sacred to the BJP, but also a paramount commitment."
243,"We have always believed that Jammu & Kashmir, including the PoK, is an integral part of India."
244,We   Election Manifestoes • 21 hold that the age of redrawing national boundaries is over.
245,"While recognizing that the Constitution provides for certain transient and temporary provisions for Jammu & Kashmir, we believe that the immediate challenge before the Centre and the State is to involve all sections of society in eliminating terrorism, accelerating economic development and strengthening popular governance that can provide people-friendly administration."
246,The imperative for security operations has to be balanced with respect for human rights.
247,We are committed to ensuring early return of Kashmiri Pandits and other displaced people to their native places.
248,"We believe in balanced development of all the three regions of the State—Jammu, Kashmir and Ladakh—without any discrimination against any section of the State’s population."
249,"To ensure this, the BJP is committed to a three-point programme: (a) Autonomous Regional Councils for Jammu and Ladakh with adequate financial and administrative powers; (b) Protection of the original demographic identity of the three regions."
250,(c) Equitable distribution of funds from the Centre.
251,The BJP strongly condemns the recent move by the Government of J&K to introduce a law that discriminates against women marrying outside the State in matters of inheritance rights.
252,We will do everything democratically possible to stop such anti-women moves.
253,5.4 North-East The NDA Government has given unprecedented attention to the development of the North-Eastern States.
254,"Consolidating the gains already made, we are committed to achieving: (a) Restoration of peace and normalcy in all the disturbed regions by dialogue with all groups who are willing to give up the path of violence, and by firmly dealing with those who continue on this path."
255,(b) Ensuring that the ethnic identities of all the people in the North-East are protected.
256,"(c) Putting an end to infiltration from Bangladesh and vigorously pursuing the 3-D formula—Detect, Delete, and Deport."
257,22 • Party Document Vol-1 (d) Accelerating economic development that provides growth opportunities to all.
258,(e) Development of the communication infrastructure to overcome the constraints of physical distance.
259,"(f) Making all Indians more aware of the rich history and cultural heritage of our North-Eastern States, including Sikkim."
260,(g) Expanding regional economic cooperation with countries in our eastern neighbourhood and in South East Asia.
261,The BJP is also committed to imparting further momentum to the activities of the Island Development Authority to attend to the needs of the people of Andaman & Nicobar and Lakshdweep Islands.
262,5.5 Poverty Alleviation The BJP stands committed to tackling dire poverty on a war footing.
263,The persistence of abject poverty after more than 50 years of Independence is a result of both misrule and the faulty policies followed by the Congress.
264,"In the past six years, the number of Indians living below the poverty line has diminished significantly."
265,"However, an unacceptably large number of our citizens are so steeped in poverty that they are unable to reap the full benefits of India’s march forward, or to contribute their fullest to it."
266,"We shall wipe out the problems of poverty and backwardness by mounting a five-pronged attack: 5.5.1 By policies aimed at fully harnessing India’s productive potential and creating national wealth; 5.5.2 By policies that ensure distributive justice by expanding the basket of opportunities for all; 5.5.3 By policies that direct greater governmental investment and incentivise more private investment in backward and rural areas; 5.5.4 By policies and programmes that bring vibrancy to the rural economy, expand and deepen rural markets, and thus create large-scale employment and self-employment opportunities locally."
267,5.5.5 By continuing and further strengthening Antyodaya schemes targeted at BPL families and social security schemes aimed at the unorganized sector.
268,Election Manifestoes • 23 5.5.6 By effecting time-bound distribution of surplus land and making the rural poor partners in the development of wasteland; 5.5.7 By giving inalienable ownership rights to tribals who have been traditionally living on forest lands.
269,"5.6 Second Green Revolution The route to agricultural prosperity and rural regeneration lies in scientific management of water, land and bio resources, and better linkages with both domestic and export markets."
270,Our vision has three objectives: (a) Indian agriculture should meet the growing domestic demand; (b) it should emerge as an important global player; and (c) agriculture should become remunerative even to small farmers with shrinking landholdings.
271,The first Green Revolution enabled India to achieve self- sufficiency in food.
272,"However, it did not address many critical problems in agriculture and food economy."
273,"The BJP believes that a Second Green Revolution is needed to increase farm productivity, achieve crop diversification, reduce waste and add value at every stage in the food chain linking the kisan to the consumer."
274,"Towards this end, we will continue to give a boost to dairy, poultry and other food-processing industries."
275,"We will promote horticulture, floriculture, sericulture, and cultivation of bio-fuels, medicinal plants and bamboo in a big way."
276,We will take up crop insurance scheme and the newly launched farm income insurance scheme for effective and large- scale implementation.
277,"Comprehensive reform of agricultural markets; free movement of agricultural goods throughout the country; setting up of cold storages, godowns and grain banks; intensification of technology transfer and agricultural extension services; and support to organic farming will be given priority in the Second Green Revolution."
278,"Agricultural workers, many of whom are marginal farmers themselves, form a large section of the rural poor."
279,"The BJP is committed to lifting them above BPL levels, ensuring sustainable year-long employment with minimum wages, enhancing their labour productivity, expanding the social security net for them, and improving their overall quality of life."
280,"24 • Party Document Vol-1 The BJP is fully committed to preserving India’s animal wealth especially, to protection of Gau Mata (Cow) and her progeny."
281,We shall evolve a consensus to bring a Central legislation in this regard.
282,"5.7 Support to Cottage Industries Revitalization of India’s cottage industries, arts and handicrafts forms the pivot of the BJP’s vision of faster economic growth with equity and employment."
283,"Towards this end, we will intensify our efforts to ensure that the banking sector and government departments are receptive to their special needs."
284,We will improve linkages with domestic and export markets for their products.
285,"Activities of the Khadi & Village Industries Commission (KVIC) and its affiliate bodies, which have done remarkable work in the past five years, will be given greater support."
286,5.8 Making India a Global Manufacturing Hub The BJP believes that India can become the manufacturing hub for the world.
287,"India’s capability to achieve this goal is evident from the highly encouraging initial successes in pharmaceuticals, automobiles, auto-components, engineering goods and some other products."
288,"We aim to provide the conditions for a broad manufacturing base that can export its products all over the world, and can compete not only on cost but also on quality and technology."
289,"In the process, we aim to actively facilitate the creation of global Indian brands and Indian MNCs."
290,"Our small and medium enterprises (SMEs), the KVIC sector, and traditional industries such as textiles, gems and jewellery and leather, have a huge potential to contribute to this endeavour."
291,This potential will be unleashed through suitable policy and institutional measures.
292,"We will take necessary steps to realize similar growth potential in our food- processing, telecom and IT hardware, and other industries."
293,A competitive manufacturing sector requires the simultaneous fulfillment of various conditions.
